"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.560712329E1,2.867491841E-1,3.059959412E-1,1.240839005E0
1.561510794E1,3.385721743E-1,3.116292953E-1,1.389167786E0
1.562309200E1,4.474709332E-1,3.167243004E-1,1.431170464E0
1.563108044E1,6.249091625E-1,3.512520790E-1,1.265610695E0
1.563906809E1,8.033686280E-1,4.590301514E-1,1.136228561E0
1.564705614E1,8.613754511E-1,7.595243454E-1,1.043400764E0
1.565504548E1,7.623544931E-1,1.146875381E0,7.146863937E-1
1.566303180E1,5.764952302E-1,1.369013786E0,1.105427742E-1
1.567101844E1,3.471434712E-1,1.071494579E0,-4.326210022E-1
1.567899833E1,2.395838499E-1,6.667838097E-1,-4.880366325E-1
1.568697868E1,2.864201069E-1,6.236338615E-1,-2.982969284E-1
1.569496458E1,3.548524082E-1,9.060235023E-1,-3.153429031E-1
1.570294993E1,3.957239687E-1,1.069381237E0,-2.750301361E-2
1.571093399E1,3.957208693E-1,9.643068314E-1,2.606134415E-1
1.571891918E1,3.290367126E-1,4.116592407E-1,1.053452492E0
1.572690559E1,4.137569070E-1,-2.650737762E-1,2.309963703E0
1.573489071E1,6.742236614E-1,-9.139242172E-1,3.552837372E0
1.574287630E1,1.030148506E0,-1.145443916E0,4.649287224E0
1.575086352E1,1.474260688E0,-1.086016655E0,5.661562920E0
1.575884856E1,1.732060432E0,-1.050454617E0,6.212069511E0
1.576683528E1,1.877600908E0,-1.156124592E0,6.434444427E0
1.577482110E1,2.061199903E0,-1.321189880E0,6.228828430E0
1.578280766E1,2.230114222E0,-1.445886135E0,5.638542175E0
1.579079094E1,2.274108410E0,-1.401000977E0,4.496102333E0
1.579877508E1,2.149318457E0,-1.200259686E0,2.897274971E0
1.580675489E1,1.874078512E0,-1.019637108E0,1.501025200E0
1.581473840E1,1.449056387E0,-9.077115059E-1,-4.779338837E-2
1.582272602E1,1.114090919E0,-8.812904358E-1,-1.160216331E0
1.583071364E1,8.233864903E-1,-8.473005295E-1,-2.018365860E0
1.583870298E1,5.369086266E-1,-8.447880745E-1,-2.930830479E0
1.584669067E1,2.834009230E-1,-9.597463608E-1,-3.499788761E0
1.585468114E1,1.197824180E-1,-1.011018276E0,-3.820679665E0
1.586266973E1,1.431147754E-1,-1.087964058E0,-3.613516331E0
1.587065653E1,3.801017404E-1,-1.085033894E0,-2.969447613E0
1.587863962E1,8.782900572E-1,-1.103686333E0,-1.988145351E0
1.588662094E1,1.381825089E0,-1.172355652E0,-9.209613800E-1
1.589460618E1,1.794879913E0,-1.259394646E0,-1.458511353E-1
1.590259219E1,2.139450550E0,-1.389759541E0,4.323792458E-1
1.591057618E1,2.200797558E0,-1.470323086E0,4.993133545E-1
1.591856571E1,2.065445900E0,-1.526611805E0,4.675817490E-1
1.592655188E1,1.809131622E0,-1.576827526E0,4.464912415E-1
1.593454040E1,1.566157103E0,-1.626759052E0,5.324287415E-1
1.594252876E1,1.332657218E0,-1.667511940E0,4.146261215E-1
1.595051294E1,1.189381480E0,-1.615725994E0,1.443700790E-1
1.595849684E1,1.093570232E0,-1.492068291E0,-3.093061447E-1
1.596647829E1,9.877427816E-1,-1.324417591E0,-6.261343956E-1
1.597446548E1,8.880597353E-1,-1.143147945E0,-7.747216225E-1
1.598245262E1,8.192119598E-1,-9.652037621E-1,-1.005594254E0
1.599043309E1,7.285298109E-1,-8.371429443E-1,-1.123378754E0
1.599840977E1,6.683775187E-1,-7.099599838E-1,-1.234261036E0
1.600638548E1,5.931957960E-1,-6.017656326E-1,-1.602263451E0
1.601436329E1,5.029501319E-1,-5.439505577E-1,-2.161877155E0
1.602234126E1,4.152601361E-1,-5.226259232E-1,-2.031966686E0
1.603032071E1,3.169580102E-1,-5.206856728E-1,-1.436295509E0
1.603829626E1,3.113173842E-1,-5.462136269E-1,-1.042747974E0
1.604627083E1,3.738566935E-1,-5.958151817E-1,-1.061060429E0
1.605424735E1,4.457423687E-1,-5.301032066E-1,-8.931307793E-1
1.606222286E1,4.541253150E-1,-4.737286568E-1,-6.442341805E-1
1.607020083E1,5.064762235E-1,-3.688101768E-1,-5.108761787E-1
1.607817868E1,6.287687421E-1,-2.062673569E-1,-1.909284592E-1
1.608615836E1,8.616142273E-1,-5.484104156E-2,8.228397369E-2
1.609413848E1,1.121018767E0,9.933090210E-2,2.756776810E-1
1.610211391E1,1.218732119E0,1.416959763E-1,1.159696579E-1
1.611008876E1,1.307490110E0,1.922259331E-1,1.153039932E-1
1.611806688E1,1.355107903E0,2.690582275E-1,1.212034225E-1
1.612604614E1,1.370811462E0,3.192863464E-1,3.324604034E-2
1.613402157E1,1.321150422E0,3.716073036E-1,-2.491006851E-1
1.614199938E1,1.254043937E0,4.080166817E-1,-6.069235802E-1
1.614997911E1,1.177890301E0,4.980435371E-1,-1.003681183E0
1.615796071E1,1.038911104E0,5.609822273E-1,-1.128661156E0
1.616593798E1,9.911327362E-1,5.685200691E-1,-1.130557060E0
1.617391856E1,9.829386473E-1,5.633773804E-1,-1.037791252E0
1.618189661E1,1.058555007E0,5.397267342E-1,-9.070611000E-1
1.618987465E1,1.163372993E0,5.740370750E-1,-9.586071968E-1
1.619785418E1,1.273018360E0,5.495328903E-1,-8.559832573E-1
1.620583282E1,1.291451573E0,4.991769791E-1,-7.664160728E-1
1.621380715E1,1.329145908E0,4.747929573E-1,-5.696063042E-1
1.622178278E1,1.376623392E0,4.553227425E-1,-3.456344604E-1
1.622975508E1,1.428601980E0,4.705047607E-1,-5.213761330E-1
1.623773418E1,1.437104821E0,4.544057846E-1,-5.038189888E-1
1.624571145E1,1.360457063E0,4.137091637E-1,-7.299418449E-1
1.625368915E1,1.332948565E0,3.311719894E-1,-7.461581230E-1
1.626166739E1,1.307924747E0,3.175048828E-1,-7.587237358E-1
1.626964520E1,1.265611649E0,3.257598877E-1,-9.263343811E-1
1.627762090E1,1.205212712E0,3.655605316E-1,-8.755688667E-1
1.628559813E1,1.160146713E0,3.883466721E-1,-7.544083595E-1
1.629357645E1,1.219867706E0,4.649076462E-1,-5.813574791E-1
1.630155411E1,1.284031391E0,5.508689880E-1,-4.847970009E-1
1.630952876E1,1.333460689E0,6.017284393E-1,-2.913665771E-1
1.631750575E1,1.279814005E0,6.196188927E-1,-1.251897812E-1
1.632548262E1,1.154943347E0,6.378860474E-1,5.842113495E-2
1.633346188E1,9.507311583E-1,6.097111702E-1,3.067488670E-1
1.634144278E1,7.626901865E-1,5.517377853E-1,1.683349609E-1
1.634942532E1,6.016294956E-1,5.562105179E-1,2.025480270E-1
1.635740551E1,5.447784662E-1,5.427122116E-1,2.841644287E-1
1.636538079E1,5.325006247E-1,4.828114510E-1,4.068417549E-1
1.637336005E1,4.090982676E-1,3.271045685E-1,6.780133247E-1
1.638134001E1,2.637874484E-1,1.637492180E-1,6.364655495E-1
1.638931969E1,2.914376557E-1,1.015076637E-1,1.063649654E0
1.639729743E1,3.640465140E-1,2.117824554E-1,1.332641125E0
1.640527700E1,4.717854261E-1,5.792641640E-1,1.621916294E0
1.641326337E1,5.488860607E-1,1.142373085E0,1.508642197E0
1.642124626E1,5.908404589E-1,1.520781994E0,9.465765953E-1
1.642922516E1,3.556706309E-1,1.634572983E0,2.171740532E-1
1.643719997E1,-2.942644358E-1,1.337252140E0,-4.072556496E-1
1.644517790E1,-9.173511267E-1,1.013455391E0,-5.585942268E-1
1.645315614E1,-1.226861358E0,9.399623871E-1,-3.644995689E-1
1.646113727E1,-1.103543162E0,9.501495361E-1,2.616205215E-1
1.646911668E1,-7.780585289E-1,7.560153008E-1,1.210385799E0
1.647709442E1,-2.041094899E-1,2.022290230E-1,2.590184689E0
1.648507172E1,2.755757868E-1,-4.866061211E-1,3.715942383E0
1.649304727E1,5.484504700E-1,-1.115624428E0,4.755593300E0
1.650102012E1,7.392232418E-1,-1.544044971E0,5.437428474E0
1.650899786E1,7.975449562E-1,-1.721569538E0,5.574992180E0
1.651697676E1,7.314054966E-1,-1.846539497E0,5.627820969E0
1.652495497E1,6.014755368E-1,-1.970421553E0,5.165868759E0
1.653293426E1,5.462051630E-1,-1.939593792E0,4.499968052E0
1.654091114E1,5.133478642E-1,-1.819694042E0,3.474757195E0
1.654888633E1,4.432081580E-1,-1.641071320E0,2.185398579E0
1.655686188E1,2.465422750E-1,-1.450656414E0,1.001532555E0
1.656483989E1,-3.021773696E-2,-1.151949406E0,-2.099380493E-1
1.657281630E1,-2.764014006E-1,-8.401498795E-1,-1.084185600E0
1.658079364E1,-4.381864071E-1,-5.400614738E-1,-1.742985249E0
1.658877118E1,-6.094484329E-1,-3.537640572E-1,-2.499560356E0
1.659675454E1,-7.519532442E-1,-3.322563171E-1,-3.116380692E0
1.660473653E1,-9.370840788E-1,-3.390550613E-1,-3.424287319E0
1.661271622E1,-1.195916891E0,-4.263372421E-1,-3.333019733E0
1.662069692E1,-1.356085777E0,-6.073708534E-1,-2.987211227E0
1.662867497E1,-1.412660360E0,-9.416050911E-1,-2.422539234E0
1.663665258E1,-1.322390079E0,-1.252529144E0,-1.648588657E0
1.664463141E1,-1.117287159E0,-1.505579472E0,-7.912216187E-1
1.665260872E1,-9.158279300E-1,-1.762372494E0,2.346186638E-1
1.666058766E1,-7.320477962E-1,-1.918416977E0,9.881777763E-1
1.666856751E1,-5.336759090E-1,-1.976966381E0,1.534107208E0
1.667654672E1,-2.532082796E-1,-1.939777851E0,2.266278267E0
1.668452477E1,2.251490951E-2,-1.857501507E0,2.640678406E0
1.669250399E1,3.356035352E-1,-1.709285259E0,2.721565723E0
1.670049044E1,5.325909257E-1,-1.615525723E0,2.514006615E0
1.670847680E1,6.740128994E-1,-1.500802994E0,1.836684227E0
1.671646149E1,6.585118771E-1,-1.427715302E0,1.106340885E0
1.672444067E1,5.861332417E-1,-1.419629097E0,2.855410576E-1
1.673241954E1,4.810474813E-1,-1.433335781E0,-5.060100555E-1
1.674040004E1,4.634979665E-1,-1.407958508E0,-1.380850315E0
1.674838024E1,5.596714020E-1,-1.330444336E0,-1.982271671E0
1.675636141E1,7.155214548E-1,-1.110255241E0,-2.313365936E0
1.676434001E1,7.650682926E-1,-9.416108131E-1,-2.514575005E0
1.677231821E1,7.318974137E-1,-8.082308769E-1,-2.587415695E0
1.678029454E1,6.222369671E-1,-7.767844200E-1,-2.263996124E0
1.678827317E1,5.988384485E-1,-7.547907829E-1,-1.929713249E0
1.679624782E1,5.515524149E-1,-6.779556274E-1,-1.639962196E0
1.680422622E1,4.798962772E-1,-6.145043373E-1,-1.379490852E0
1.681220290E1,3.243331015E-1,-5.513567924E-1,-1.147397518E0
1.682018387E1,1.069835722E-1,-5.040941238E-1,-9.284892082E-1
1.682816469E1,-1.091748476E-3,-4.723649025E-1,-7.709670067E-1
1.683614567E1,-9.135317802E-2,-4.847030640E-1,-6.414880753E-1
1.684412356E1,-1.651667356E-1,-4.636015892E-1,-6.173915863E-1
1.685210196E1,-2.559317350E-1,-3.641400337E-1,-6.521449089E-1
1.686008098E1,-3.015849590E-1,-3.003301620E-1,-5.500836372E-1
1.686806516E1,-2.836693227E-1,-2.670636177E-1,-5.460972786E-1
1.687604645E1,-1.743290126E-1,-2.307295799E-1,-2.811293602E-1
1.688402989E1,3.536239266E-2,-1.781730652E-1,1.788706779E-1
1.689201172E1,2.420139909E-1,-1.102323532E-1,2.360634804E-1
1.689999235E1,3.957110941E-1,-2.629089355E-2,6.709718704E-2
1.690797270E1,4.606599510E-1,2.195835114E-3,1.267333031E-1
1.691595102E1,4.320014119E-1,2.441883087E-3,9.523963928E-2
1.692392782E1,3.187716603E-1,-2.584600449E-2,-3.253936768E-3
1.693190516E1,2.398562133E-1,-7.633686066E-3,9.497642517E-3
1.693988555E1,2.661056519E-1,8.956289291E-2,-8.133506775E-2
1.694786364E1,3.532212973E-1,1.924304962E-1,-1.167755127E-1
1.695584458E1,4.477924109E-1,2.675399780E-1,-1.975145340E-1
1.696382411E1,5.168102980E-1,3.537397385E-1,-2.425231934E-1
1.697180579E1,4.404560924E-1,4.888882637E-1,-3.041896820E-1
1.697978860E1,2.663064301E-1,5.592160225E-1,-2.731914520E-1
1.698776774E1,3.632467985E-2,5.739121437E-1,-1.971836090E-1
1.699574813E1,-1.674158275E-1,5.522241592E-1,-1.719732285E-1
1.700372403E1,-2.050817013E-1,5.290985107E-1,-1.697502136E-1
1.701170196E1,-1.532804966E-1,4.863853455E-1,-8.106613159E-2
1.701967981E1,-4.955139756E-2,5.437526703E-1,4.147243500E-2
1.702765918E1,1.021136343E-1,6.245832443E-1,1.595878601E-1
1.703563860E1,2.598524392E-1,6.798892021E-1,3.554840088E-1
1.704361704E1,3.419052660E-1,6.660323143E-1,5.289621353E-1
1.705159477E1,3.773937821E-1,6.258068085E-1,6.946163177E-1
1.705957465E1,2.896721065E-1,5.409832001E-1,6.554889679E-1
1.706754680E1,1.912209392E-1,4.936208725E-1,6.983690262E-1
1.707552329E1,2.106691450E-1,5.166134834E-1,8.763780594E-1
1.708350161E1,3.058854342E-1,5.481400490E-1,1.045592308E0
1.709148337E1,4.489880800E-1,4.816045761E-1,1.288332939E0
1.709946548E1,6.555347443E-1,3.736448288E-1,1.499881744E0
1.710744505E1,8.207663894E-1,3.825435638E-1,1.727968216E0
1.711542286E1,9.601105452E-1,4.167785645E-1,1.915579319E0
1.712340223E1,1.074147940E0,5.564818382E-1,1.996640205E0
1.713138172E1,1.169674516E0,9.146547318E-1,1.915219784E0
1.713935872E1,1.239874363E0,1.387642860E0,1.348200321E0
1.714733657E1,1.185338855E0,1.434288025E0,2.635326385E-1
1.715531325E1,1.045739174E0,9.163594246E-1,-8.304390907E-1
1.716329098E1,8.367160559E-1,6.005163193E-1,-1.572901249E0
1.717127098E1,5.793222785E-1,6.252818108E-1,-1.752188206E0
1.717924918E1,3.604382873E-1,9.173083305E-1,-1.840395927E0
1.718722786E1,2.353744060E-1,8.521351814E-1,-1.474798203E0
1.719520524E1,1.633854061E-1,3.053665161E-1,-5.163197517E-1
1.720318301E1,3.827587962E-1,-4.628605843E-1,9.100995064E-1
1.721116380E1,8.596407175E-1,-1.306702137E0,2.874657631E0
1.721913997E1,1.258996606E0,-1.617973804E0,4.212398529E0
1.722711868E1,1.785144091E0,-1.642924309E0,5.822959900E0
1.723509848E1,2.107454300E0,-1.551702023E0,6.967635155E0
1.724307981E1,2.254757166E0,-1.577522278E0,7.802897453E0
1.725105942E1,2.350693464E0,-1.663843870E0,7.921137810E0
1.725903926E1,2.393273592E0,-1.692335844E0,7.207347870E0
1.726701407E1,2.336203814E0,-1.569962978E0,5.669417381E0
1.727498872E1,2.058273315E0,-1.312608242E0,3.678824425E0
1.728295880E1,1.607396841E0,-1.120856762E0,2.140950203E0
1.729092899E1,1.053707838E0,-1.080605507E0,7.241744995E-1
1.729890212E1,6.577000618E-1,-1.046295643E0,-4.592647552E-1
1.730687868E1,4.622726440E-1,-1.016562939E0,-1.514279842E0
1.731485364E1,3.528803885E-1,-9.068131447E-1,-2.599047661E0
1.732282852E1,3.296854198E-1,-8.903584480E-1,-3.200121403E0
1.733080048E1,3.917500973E-1,-9.201717377E-1,-3.494436264E0
1.733877481E1,5.761706829E-1,-9.906015396E-1,-3.402251244E0
1.734675626E1,8.389499187E-1,-1.101688385E0,-2.910218239E0
1.735473649E1,1.226304054E0,-1.216820717E0,-2.146109581E0
1.736272133E1,1.656302214E0,-1.406239033E0,-1.257102966E0
1.737070305E1,1.957834244E0,-1.446739674E0,-4.442062378E-1
1.737868376E1,2.161613941E0,-1.494979858E0,1.881618500E-1
1.738666165E1,2.209907532E0,-1.542512894E0,3.819332123E-1
1.739463969E1,2.138601303E0,-1.600589752E0,3.389444351E-1
1.740261774E1,1.948269129E0,-1.656793356E0,2.949485779E-1
1.741059598E1,1.752992988E0,-1.665957689E0,7.598018646E-2
1.741857231E1,1.546819210E0,-1.638540506E0,-1.547403336E-1
1.742655380E1,1.340243340E0,-1.557495117E0,-4.420328140E-1
1.743453254E1,1.181800127E0,-1.459725380E0,-7.436528206E-1
1.744251044E1,1.018045902E0,-1.300494671E0,-1.180404663E0
1.745048790E1,9.288452268E-1,-1.080457211E0,-1.630634785E0
1.745846298E1,8.658412099E-1,-8.963727951E-1,-1.996371269E0
1.746644055E1,8.056451082E-1,-6.739134789E-1,-2.217027664E0
1.747441778E1,7.827803493E-1,-5.282101631E-1,-2.292417526E0
1.748239450E1,8.304426670E-1,-4.299831390E-1,-2.380985260E0
1.749037321E1,1.025796175E0,-2.765150070E-1,-2.321341515E0
1.749835184E1,1.129801035E0,-2.744116783E-1,-2.084227562E0
1.750632981E1,1.036691189E0,-4.098739624E-1,-1.578288555E0
1.751430368E1,9.491203427E-1,-4.994664192E-1,-1.088430405E0
1.752228188E1,8.179789186E-1,-5.118207932E-1,-8.527340889E-1
1.753026239E1,7.091520429E-1,-5.150699615E-1,-7.508730888E-1
1.753824340E1,6.418706775E-1,-4.509000778E-1,-6.014504433E-1
1.754622551E1,6.686478853E-1,-3.546056747E-1,-3.410720825E-1
1.755420798E1,8.138077259E-1,-2.264370918E-1,-1.371545792E-1
1.756218352E1,9.998359680E-1,-9.061050415E-2,-8.768081665E-3
1.757016012E1,1.245084405E0,1.446723938E-2,9.193706512E-2
1.757813801E1,1.339837551E0,8.965921402E-2,5.914592743E-2
1.758611715E1,1.264421463E0,1.071557999E-1,3.108978271E-2
1.759409586E1,1.149057269E0,1.658921242E-1,1.568841934E-1
1.760207227E1,1.003484726E0,2.743134499E-1,4.133491516E-1
1.761004684E1,9.886025190E-1,3.011302948E-1,5.769796371E-1
1.761801965E1,1.042897105E0,3.836379051E-1,5.578727722E-1
1.762599563E1,1.131268859E0,4.800968170E-1,4.416465759E-1
1.763397633E1,1.078018546E0,5.293192863E-1,1.463527679E-1
1.764196090E1,1.099205494E0,6.103115082E-1,-2.289390564E-1
1.764993899E1,1.122739434E0,6.766328812E-1,-4.553289413E-1
1.765791626E1,1.130123615E0,7.139687538E-1,-6.525340080E-1
1.766589473E1,1.126533985E0,7.038207054E-1,-8.305420876E-1
1.767387243E1,1.101451159E0,6.366653442E-1,-9.655280113E-1
1.768184985E1,9.957360029E-1,5.381751060E-1,-1.111413956E0
1.768982524E1,8.703453541E-1,4.704227448E-1,-9.713044167E-1
1.769780247E1,7.878966331E-1,4.715628624E-1,-8.276019096E-1
1.770578266E1,8.058245182E-1,5.120816231E-1,-6.798014641E-1
1.771376254E1,8.964772820E-1,5.146656036E-1,-5.369529724E-1
1.772174188E1,1.029489756E0,4.825100899E-1,-2.541761398E-1
1.772972008E1,1.079639316E0,4.680857658E-1,-1.330499649E-1
1.773769676E1,1.061291695E0,4.710779190E-1,-3.928852081E-2
1.774567497E1,1.030290484E0,5.051274300E-1,-4.431724548E-2
1.775365426E1,1.085858345E0,5.480256081E-1,-1.397876740E-1
1.776162840E1,1.102498174E0,5.480680466E-1,-1.013355255E-1
1.776960653E1,1.103297830E0,5.056972504E-1,8.425712585E-3
1.777758137E1,1.126273274E0,4.883375168E-1,2.706174850E-1
1.778555762E1,1.148407936E0,5.100870132E-1,4.939393997E-1
1.779353399E1,1.128009439E0,4.790015221E-1,6.887016296E-1
1.780151141E1,1.123580098E0,4.568057060E-1,8.792619705E-1
1.780948817E1,1.050746799E0,4.040980339E-1,1.018610001E0
1.781746540E1,9.570167065E-1,3.840084076E-1,1.058253288E0
1.782544458E1,8.274844289E-1,3.783779144E-1,1.040583611E0
1.783342344E1,6.787748337E-1,3.163218498E-1,1.209303856E0
1.784140520E1,4.279017448E-1,2.174868584E-1,1.434709549E0
1.784938641E1,2.496589422E-1,8.036375046E-2,1.952654839E0
1.785736715E1,2.600633204E-1,3.047113419E-1,2.166451454E0
1.786534770E1,2.820419073E-1,8.631415367E-1,1.939771652E0
1.787332590E1,9.213566780E-2,1.392942905E0,1.112248898E0
1.788130524E1,-3.517362475E-1,1.186686993E0,4.629492760E-1
1.788928548E1,-1.122272968E0,5.459904671E-1,-1.417007446E-1
1.789726899E1,-1.819688797E0,-8.221387863E-2,-6.213645935E-1
1.790525454E1,-1.905287743E0,-1.980261803E-1,-6.886940002E-1
1.791323665E1,-1.493164301E0,-6.961536407E-2,-4.315958023E-1
1.792121747E1,-6.209537387E-1,-1.311817169E-1,4.850215912E-1
1.792919758E1,2.108500600E-1,-5.941505432E-1,1.578887939E0
1.793717469E1,1.113972187E0,-1.289044380E0,2.685293198E0
1.794514704E1,1.762425184E0,-1.740710735E0,3.442143917E0
1.795312223E1,2.143424749E0,-1.951760054E0,4.151661873E0
1.796109805E1,2.269789457E0,-1.892817736E0,4.796082497E0
1.796907485E1,2.170230150E0,-1.795313597E0,5.029844284E0
1.797704868E1,1.823745012E0,-1.758813143E0,4.896876335E0
1.798502309E1,1.297222733E0,-1.614483833E0,4.065587997E0
1.799299743E1,7.514774203E-1,-1.384997368E0,2.913254738E0
1.800097282E1,1.521801949E-2,-1.102948666E0,1.491861343E0
1.800895325E1,-5.722352862E-1,-8.412957191E-1,2.888526917E-1
1.801693176E1,-9.648311138E-1,-5.064735413E-1,-6.433792114E-1
1.802490965E1,-1.229440808E0,-2.280244827E-1,-1.311528683E0
1.803288700E1,-1.318117380E0,-1.294689178E-1,-1.651502609E0
1.804086504E1,-1.272244334E0,-1.143984795E-1,-1.734458447E0
1.804884157E1,-1.100415945E0,-1.492505074E-1,-1.568791389E0
1.805683368E1,-8.772001266E-1,-2.953310013E-1,-1.161069393E0
1.806479856E1,-6.470692158E-1,-5.912489891E-1,-3.812699318E-1
1.807277712E1,-3.616422415E-1,-7.874727249E-1,4.090676308E-1
1.808075743E1,-1.415656507E-1,-9.635787010E-1,1.139276505E0
1.808873516E1,9.320756793E-2,-1.007771015E0,1.580419540E0
1.809671715E1,1.173430681E-1,-1.138034821E0,1.727600098E0
1.810469672E1,5.162349343E-2,-1.263104439E0,1.564205170E0
1.811267493E1,-1.097072959E-1,-1.363078117E0,1.106579781E0
1.812065864E1,-2.371994257E-1,-1.401178360E0,5.674028397E-1
1.812864294E1,-2.785371542E-1,-1.367008686E0,-6.400585175E-2
1.813662856E1,-1.072929502E-1,-1.271727085E0,-5.167922974E-1
1.814460840E1,1.321281195E-1,-1.189334869E0,-1.003061771E0
1.815258575E1,3.479831219E-1,-1.164358616E0,-1.452877045E0
1.816056610E1,4.713983536E-1,-1.137980938E0,-1.846174717E0
1.816854469E1,5.993684530E-1,-1.098466396E0,-2.136451721E0
1.817652313E1,7.682441473E-1,-1.004234791E0,-2.277901649E0
1.818450145E1,9.032733440E-1,-8.851900101E-1,-2.370216370E0
1.819248649E1,9.340610504E-1,-7.505950928E-1,-2.581129551E0
1.820047008E1,8.301518559E-1,-7.509598732E-1,-2.550209522E0
1.820845294E1,6.478461027E-1,-8.162698746E-1,-2.448678017E0
1.821643407E1,4.426824152E-1,-8.712072372E-1,-2.309289932E0
1.822441215E1,2.931240201E-1,-8.589172363E-1,-2.179706573E0
1.823239204E1,2.319461405E-1,-7.851390839E-1,-1.915701389E0
1.824037204E1,1.878413558E-1,-6.969685555E-1,-1.618320942E0
1.824834852E1,1.322654486E-1,-6.268892288E-1,-1.412759781E0
1.825632985E1,2.236086130E-2,-5.460023880E-1,-9.639163017E-1
1.826431126E1,-4.537791014E-2,-4.447045326E-1,-6.452479362E-1
1.827228684E1,-9.070479870E-2,-3.943448067E-1,-3.182420731E-1
1.828025985E1,-1.459813714E-1,-3.710594177E-1,3.160762787E-2
1.828823598E1,-1.875366569E-1,-3.948206902E-1,2.611856461E-1
1.829621751E1,-1.953314543E-1,-3.843483925E-1,4.616184235E-1
1.830419821E1,-1.464092731E-1,-3.720073700E-1,4.501333237E-1
1.831217805E1,-9.882199764E-2,-3.960008621E-1,4.852104187E-1
1.832015836E1,-2.768468857E-2,-3.293337822E-1,5.875720978E-1
1.832813626E1,5.797478557E-2,-2.163596153E-1,4.899139404E-1
1.833611227E1,1.178491414E-1,-1.726737022E-1,3.505449295E-1
1.834409184E1,2.239431739E-1,-1.376633644E-1,1.896629333E-1
1.835207223E1,2.761923075E-1,-3.931427002E-2,7.158279419E-3
1.836004997E1,2.981836200E-1,6.512403488E-2,-1.971340179E-1
1.836802895E1,2.865231633E-1,1.461467743E-1,-3.939027786E-1
1.837600930E1,2.801069915E-1,2.010869980E-1,-6.515150070E-1
1.838398633E1,2.603235245E-1,2.357630730E-1,-9.035582542E-1
1.839196567E1,1.877439022E-1,2.996740341E-1,-1.232528687E0
1.839994579E1,1.239733100E-1,3.175721169E-1,-1.328093529E0
1.840792575E1,5.522489548E-2,2.996425629E-1,-1.219338417E0
1.841590606E1,3.019595146E-2,2.734308243E-1,-1.053901196E0
1.842388508E1,7.668721676E-2,2.399268150E-1,-8.598608971E-1
1.843185770E1,2.092947960E-1,2.724137306E-1,-6.220388412E-1
1.843983344E1,2.996444702E-1,3.265113831E-1,-4.975843430E-1
1.844780860E1,2.936583757E-1,3.836536407E-1,-3.959474564E-1
1.845578708E1,2.144416571E-1,4.332003593E-1,-1.919803619E-1
1.846376188E1,1.304306686E-1,5.006370544E-1,6.411361694E-2
1.847173715E1,1.112507433E-1,5.549907684E-1,3.176212311E-1
1.847971290E1,1.478178352E-1,5.728979111E-1,5.251159668E-1
1.848768817E1,3.167417347E-1,6.313915253E-1,7.390193939E-1
1.849566805E1,5.083274245E-1,6.831746101E-1,8.584394455E-1
1.850365012E1,6.282162666E-1,6.811523438E-1,9.739046097E-1
1.851162946E1,6.913129091E-1,6.165332794E-1,1.113645554E0
1.851960762E1,7.513203621E-1,5.376038551E-1,1.387567520E0
1.852758622E1,7.841495275E-1,5.009703636E-1,1.719602585E0
1.853556751E1,8.915237188E-1,4.622049332E-1,2.211228371E0
1.854354825E1,1.046075702E0,6.249680519E-1,2.605427742E0
1.855153040E1,1.125326037E0,1.164498329E0,2.592358589E0
1.855951333E1,1.158472538E0,1.747103691E0,2.040312767E0
1.856749653E1,9.800931811E-1,1.589566708E0,1.235311508E0
1.857547958E1,6.351197362E-1,8.657803535E-1,3.597898483E-1
1.858346200E1,2.468136400E-1,2.407059669E-1,-3.437552452E-1
1.859144286E1,7.813216746E-2,2.906742096E-1,-6.886591911E-1
1.859942063E1,7.362112403E-2,6.833972931E-1,-8.529930115E-1
1.860739782E1,1.077399477E-1,7.207517624E-1,-6.458773613E-1
1.861537583E1,1.931298375E-1,2.300100327E-1,7.690429688E-2
1.862334997E1,3.525394797E-1,-7.937893867E-1,1.603375435E0
1.863132309E1,6.313567162E-1,-1.486434460E0,3.000818253E0
1.863929809E1,9.913187027E-1,-1.702082396E0,4.169468880E0
1.864727208E1,1.305031538E0,-1.482939720E0,5.263718605E0
1.865524735E1,1.433183074E0,-1.251006126E0,5.921155930E0
1.866322493E1,1.531448007E0,-1.190698624E0,6.335569382E0
1.867119938E1,1.604511499E0,-1.318776608E0,5.981121063E0
1.867918051E1,1.595024109E0,-1.464261770E0,5.150216103E0
1.868715809E1,1.458376884E0,-1.341809273E0,3.848544121E0
1.869513934E1,1.271193027E0,-1.110597610E0,2.612202644E0
1.870311985E1,1.106841445E0,-8.506660461E-1,1.394701958E0
1.871110001E1,9.543494582E-1,-7.120733261E-1,2.385234833E-2
1.871908149E1,8.284779787E-1,-6.760177612E-1,-1.041589737E0
1.872706106E1,7.898096442E-1,-6.542015076E-1,-1.863754749E0
1.873504087E1,8.422257304E-1,-5.123825073E-1,-2.799318790E0
1.874301528E1,9.263897538E-1,-4.447903633E-1,-3.333087921E0
1.875099266E1,1.038539648E0,-4.202985764E-1,-3.520846844E0
1.875896934E1,1.215309978E0,-5.011215210E-1,-3.296963692E0
1.876694204E1,1.451741099E0,-6.015696526E-1,-2.780714512E0
