"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.649259979E2,9.040861726E-1,-5.714750290E-2,1.590643883E0
2.649339823E2,1.624353647E0,-2.132034302E-1,1.828115940E0
2.649419670E2,2.047794819E0,-2.878727913E-1,1.833273411E0
2.649499532E2,2.138585329E0,-4.575729370E-1,1.351474762E0
2.649579391E2,1.794048548E0,-5.910172462E-1,6.624526978E-1
2.649659230E2,1.503426313E0,-5.040583611E-1,1.222200394E-1
2.649739045E2,1.189936161E0,-4.379224777E-1,-4.741082191E-1
2.649818904E2,1.010397553E0,-4.548916817E-1,-1.002106667E0
2.649898741E2,8.626716137E-1,-5.107340813E-1,-1.578207016E0
2.649978565E2,5.891799927E-1,-6.335244179E-1,-2.174418449E0
2.650058409E2,3.224741220E-1,-7.517070770E-1,-2.402598143E0
2.650138257E2,9.256052971E-2,-8.797154427E-1,-2.459250212E0
2.650218110E2,-9.863936901E-2,-1.089206219E0,-2.277768612E0
2.650297963E2,-1.188365221E-1,-1.267674446E0,-2.003719330E0
2.650377816E2,-3.706276417E-3,-1.494559765E0,-1.576397419E0
2.650457710E2,1.674503684E-1,-1.676398754E0,-1.055059910E0
2.650537584E2,4.017645419E-1,-1.777795315E0,-5.318078995E-1
2.650617451E2,6.541444659E-1,-1.816343307E0,-1.558232307E-1
2.650697321E2,8.209367990E-1,-1.854183674E0,-1.857061386E-1
2.650777126E2,9.502010345E-1,-1.866749287E0,-4.498305321E-1
2.650856961E2,1.027676821E0,-1.786035538E0,-9.349179268E-1
2.650936802E2,9.805173874E-1,-1.718798161E0,-1.539690495E0
2.651016672E2,8.357117176E-1,-1.604627609E0,-2.157736778E0
2.651096509E2,6.598043442E-1,-1.555645466E0,-2.529133081E0
2.651176324E2,5.144966245E-1,-1.527675629E0,-2.698418140E0
2.651256174E2,3.465707600E-1,-1.490100861E0,-2.787711620E0
2.651336012E2,2.856122851E-1,-1.375571728E0,-2.787837029E0
2.651415882E2,2.993076742E-1,-1.192696571E0,-2.604114532E0
2.651495772E2,4.121788740E-1,-9.698872566E-1,-2.145874500E0
2.651575665E2,5.546364188E-1,-8.431801796E-1,-1.625910759E0
2.651655551E2,7.394198179E-1,-7.610697746E-1,-1.047256947E0
2.651735435E2,8.762944937E-1,-6.916356087E-1,-6.329321861E-1
2.651815313E2,9.655982256E-1,-6.359820366E-1,-2.666554451E-1
2.651895168E2,9.077810049E-1,-6.443581581E-1,5.928659439E-2
2.651975043E2,7.536784410E-1,-6.355710030E-1,1.438422203E-1
2.652054898E2,5.674388409E-1,-5.875554085E-1,2.284216881E-1
2.652134770E2,2.941773236E-1,-6.396837234E-1,2.655096054E-1
2.652214651E2,6.262770295E-2,-7.552881241E-1,3.096747398E-1
2.652294521E2,-1.082446575E-1,-8.117156029E-1,1.332669258E-1
2.652374327E2,-1.712521911E-1,-7.982378006E-1,-2.411465645E-1
2.652454174E2,-1.083719730E-1,-6.989665031E-1,-7.291812897E-1
2.652534021E2,-6.350636482E-3,-5.405225754E-1,-1.180106640E0
2.652613894E2,3.867796063E-2,-4.018473625E-1,-1.462797642E0
2.652693749E2,9.814766049E-2,-3.243217468E-1,-1.545848846E0
2.652773599E2,1.644803584E-1,-2.734065056E-1,-1.411233425E0
2.652853480E2,2.539165914E-1,-2.047796249E-1,-1.165713787E0
2.652933331E2,3.879477680E-1,-1.159954071E-2,-8.110918999E-1
2.653013175E2,5.955161452E-1,2.575893402E-1,-3.513855934E-1
2.653093037E2,8.382780552E-1,5.355916023E-1,1.991705894E-1
2.653172904E2,1.043381214E0,8.218836784E-1,9.560852051E-1
2.653252747E2,1.272168040E0,1.026818752E0,1.904498100E0
2.653332593E2,1.505631685E0,1.291488647E0,2.765408039E0
2.653412412E2,1.706317306E0,1.611225605E0,3.161726475E0
2.653492220E2,1.883805752E0,1.982712269E0,3.112112522E0
2.653572027E2,1.961773276E0,2.313319206E0,2.245551109E0
2.653651870E2,1.854012251E0,2.283154011E0,8.136696815E-1
2.653731747E2,1.521791935E0,2.299499512E0,-7.113595009E-1
2.653811620E2,1.022974730E0,2.309417725E0,-1.901445866E0
2.653891486E2,5.098536015E-1,2.410154343E0,-2.439887524E0
2.653971386E2,2.031242847E-2,2.543235779E0,-2.233433962E0
2.654051285E2,-2.655290067E-1,2.799478531E0,-1.698471069E0
2.654131177E2,-2.249377966E-1,2.576722622E0,-5.054421425E-1
2.654211058E2,5.719561577E-1,2.117131233E0,1.670656681E0
2.654290915E2,1.643032908E0,1.571072102E0,3.895789146E0
2.654370750E2,2.789196014E0,8.968591690E-1,5.572305202E0
2.654450582E2,3.750305176E0,2.047090530E-1,6.950806141E0
2.654530384E2,4.207827091E0,-5.763387680E-2,7.546028137E0
2.654610185E2,4.134219646E0,-1.121335030E-1,7.058691502E0
2.654689991E2,3.551810741E0,-3.887796402E-2,5.639204502E0
2.654769820E2,2.694804192E0,6.409358978E-2,3.618860245E0
2.654849653E2,1.622436047E0,2.097778320E-1,1.341899395E0
2.654929461E2,7.736731768E-1,3.397498131E-1,-5.818128586E-2
2.655009270E2,5.736249685E-2,4.548835754E-1,-8.954715729E-1
2.655089102E2,-3.852961659E-1,5.434947014E-1,-1.293529034E0
2.655168891E2,-4.125535488E-1,6.103043556E-1,-1.314362526E0
2.655248729E2,-6.570613384E-2,5.590686798E-1,-1.043258190E0
2.655328567E2,4.839772880E-1,3.902945518E-1,-6.322011948E-1
2.655408382E2,1.063115597E0,2.453093529E-1,-1.735677719E-1
2.655488234E2,1.575613737E0,9.678506851E-2,3.228182793E-1
2.655568059E2,1.821444035E0,3.407478333E-3,6.888537407E-1
2.655647839E2,1.854736090E0,-9.967613220E-2,9.946346283E-1
2.655727591E2,1.718962908E0,-2.277007103E-1,1.121340275E0
2.655807372E2,1.468218923E0,-4.194812775E-1,1.035637856E0
2.655887175E2,1.210830927E0,-5.464248657E-1,7.907390594E-1
2.655967017E2,1.018951178E0,-6.072034836E-1,3.559031487E-1
2.656046828E2,9.229321480E-1,-6.728329659E-1,-7.865095139E-2
2.656126630E2,9.112211466E-1,-7.770614624E-1,-5.464234352E-1
2.656206425E2,9.790119529E-1,-8.326768875E-1,-9.097042084E-1
2.656286225E2,1.077856064E0,-8.916287422E-1,-1.250218391E0
2.656366020E2,1.212919950E0,-9.772515297E-1,-1.611662865E0
2.656445876E2,1.328372478E0,-1.102576733E0,-1.822969437E0
2.656525702E2,1.469651222E0,-1.204135895E0,-2.052830696E0
2.656605536E2,1.627233505E0,-1.247268677E0,-2.379218102E0
2.656685360E2,1.756296158E0,-1.316621780E0,-2.641391516E0
2.656765222E2,1.876360655E0,-1.353325844E0,-2.788340569E0
2.656845092E2,1.925855160E0,-1.391020775E0,-2.738516331E0
2.656924924E2,1.920099974E0,-1.386347294E0,-2.611845255E0
2.657004745E2,1.816498041E0,-1.330206871E0,-2.465169191E0
2.657084567E2,1.682406425E0,-1.227652073E0,-2.379515648E0
2.657164399E2,1.469870806E0,-1.112163544E0,-2.230438232E0
2.657244207E2,1.264113784E0,-1.089705944E0,-2.103455544E0
2.657324023E2,1.126900077E0,-1.098542213E0,-1.916600704E0
2.657403827E2,1.039018989E0,-1.081151962E0,-1.736943722E0
2.657483641E2,1.009048581E0,-1.080734253E0,-1.626714706E0
2.657563461E2,9.832611084E-1,-1.035145760E0,-1.490133286E0
2.657643279E2,9.215230346E-1,-9.974527359E-1,-1.288699627E0
2.657723097E2,8.989124298E-1,-9.155745506E-1,-1.021931648E0
2.657802912E2,8.642587066E-1,-8.530211449E-1,-5.691814423E-1
2.657882716E2,9.374208450E-1,-8.177204132E-1,1.402163506E-1
2.657962548E2,1.154208302E0,-7.641015053E-1,8.362598419E-1
2.658042360E2,1.473515034E0,-7.526721954E-1,1.374266624E0
2.658122169E2,1.817209244E0,-6.925377846E-1,1.548895836E0
2.658201948E2,2.026650190E0,-6.641244888E-1,1.392518997E0
2.658281765E2,2.031131983E0,-6.045894623E-1,1.019647121E0
2.658361598E2,1.912489057E0,-5.352678299E-1,6.381645203E-1
2.658441399E2,1.675953627E0,-4.880619049E-1,1.362228394E-1
2.658521222E2,1.454225898E0,-4.900994301E-1,-3.445553780E-1
2.658601044E2,1.298918724E0,-4.521555901E-1,-7.744045258E-1
2.658680841E2,1.211520195E0,-4.060821533E-1,-1.069736481E0
2.658760669E2,1.202085376E0,-3.471579552E-1,-1.038928986E0
2.658840469E2,1.257198334E0,-3.191318512E-1,-8.487176895E-1
2.658920297E2,1.410888553E0,-2.987256050E-1,-5.557198524E-1
2.659000113E2,1.577999353E0,-3.299241066E-1,-2.017827034E-1
2.659079924E2,1.769355774E0,-3.275456429E-1,2.240853310E-1
2.659159754E2,1.909258366E0,-3.263473511E-1,5.559921265E-1
2.659239573E2,1.970089912E0,-2.979540825E-1,7.083668709E-1
2.659319372E2,1.837206602E0,-2.514681816E-1,8.721966743E-1
2.659399194E2,1.566131115E0,-1.770200729E-1,1.157019138E0
2.659479001E2,1.242054701E0,7.280206680E-2,1.377285480E0
2.659558806E2,1.159789085E0,6.060047150E-1,1.201034546E0
2.659638620E2,1.287904024E0,1.068931580E0,4.984970093E-1
2.659718476E2,1.238312840E0,1.272598743E0,-6.809363365E-1
2.659798348E2,8.498097658E-1,1.192944527E0,-1.678391933E0
2.659878235E2,1.206561327E-1,1.049470901E0,-2.255524158E0
2.659958148E2,-8.683367968E-1,1.041357994E0,-2.600924730E0
2.660038042E2,-1.801521063E0,1.185755253E0,-2.024847269E0
2.660117912E2,-2.571031094E0,1.076906204E0,-2.820029259E-1
2.660197781E2,-2.710732222E0,7.761926651E-1,2.992811203E0
2.660277615E2,-1.793777227E0,6.082210541E-1,5.778824329E0
2.660357494E2,-7.590043545E-2,6.237726212E-1,7.829253674E0
2.660437339E2,1.407984734E0,7.823886871E-1,8.276763916E0
2.660517193E2,2.480392933E0,8.786687851E-1,8.002700806E0
2.660597081E2,2.689091206E0,9.176149368E-1,6.772859573E0
2.660676970E2,2.016706467E0,8.982782364E-1,5.261450291E0
2.660756830E2,9.527838230E-1,8.275146484E-1,3.743062019E0
2.660836711E2,-1.699783802E-1,6.782646179E-1,2.285569191E0
2.660916561E2,-8.271026015E-1,5.553746223E-1,1.208716869E0
2.660996388E2,-1.034085274E0,5.578947067E-1,2.157115936E-1
2.661076235E2,-7.085644603E-1,6.640539169E-1,-3.609595299E-1
2.661156118E2,-1.259624362E-1,7.454018593E-1,-5.604448318E-1
2.661235981E2,5.882385969E-1,7.400217056E-1,-4.162797928E-1
2.661315834E2,1.080897927E0,6.894335747E-1,-6.954145432E-2
2.661395741E2,1.587341785E0,6.165966988E-1,1.750082970E-1
2.661475660E2,1.876536489E0,5.975003242E-1,2.322120667E-1
2.661555511E2,1.921794415E0,5.224142075E-1,1.782741547E-1
2.661635381E2,1.715361357E0,4.017314911E-1,1.704788208E-2
2.661715271E2,1.344664812E0,2.889180183E-1,-1.952748299E-1
2.661795139E2,8.392226100E-1,8.923673630E-2,-4.698901176E-1
2.661875024E2,3.204351664E-1,-1.434950829E-1,-6.743841171E-1
2.661954897E2,-6.984949112E-2,-2.476201057E-1,-7.690639496E-1
2.662034802E2,-2.993967533E-1,-1.952023506E-1,-7.530174255E-1
2.662114713E2,-3.210442662E-1,-1.362404823E-1,-7.775654793E-1
2.662194593E2,-2.471519709E-1,-1.343140602E-1,-6.975741386E-1
2.662274434E2,-7.674741745E-2,-2.001781464E-1,-4.636378288E-1
2.662354277E2,5.213874578E-2,-3.113737106E-1,-3.324818611E-1
2.662434095E2,2.212359905E-1,-4.558715820E-1,-1.768016815E-1
2.662513919E2,3.882134557E-1,-6.871824265E-1,2.358913422E-2
2.662593770E2,5.304968953E-1,-9.635543823E-1,5.010509491E-2
2.662673613E2,7.054314017E-1,-1.310308456E0,-1.898527145E-2
2.662753430E2,8.804802299E-1,-1.578492641E0,-1.602048874E-1
2.662833240E2,9.987828135E-1,-1.753941536E0,-4.928498268E-1
2.662913006E2,1.032170415E0,-1.846014500E0,-1.036074162E0
2.662992820E2,9.898626804E-1,-1.822811604E0,-1.602048874E0
2.663072597E2,9.372458458E-1,-1.763044834E0,-2.208502769E0
2.663152406E2,8.979843259E-1,-1.692699432E0,-2.810979128E0
2.663232208E2,9.191317558E-1,-1.647984982E0,-3.239927053E0
2.663312026E2,9.334180355E-1,-1.602692604E0,-3.522393227E0
2.663391791E2,9.126157761E-1,-1.556298733E0,-3.568186283E0
2.663471577E2,8.718711138E-1,-1.470172405E0,-3.420945644E0
2.663551342E2,8.364423513E-1,-1.333819866E0,-3.115387201E0
2.663631101E2,8.118780851E-1,-1.234826565E0,-2.721512556E0
2.663710881E2,7.939481735E-1,-1.158824444E0,-2.358995914E0
2.663790675E2,7.821996212E-1,-1.131055355E0,-1.892066002E0
2.663870495E2,8.308035135E-1,-1.134031296E0,-1.418935776E0
2.663950343E2,8.982988000E-1,-1.135067463E0,-9.000453949E-1
2.664030159E2,9.317808151E-1,-1.150574684E0,-5.625576973E-1
2.664109961E2,9.646589756E-1,-1.162332535E0,-3.238697052E-1
2.664189763E2,9.388430119E-1,-1.152800560E0,-1.819553375E-1
2.664269587E2,8.620689511E-1,-1.189794064E0,-8.808612823E-2
2.664349371E2,6.953548789E-1,-1.278964043E0,-3.166007996E-2
2.664429198E2,4.759902358E-1,-1.345530987E0,-1.013813019E-1
2.664508983E2,3.174626231E-1,-1.326339722E0,-2.841329575E-1
2.664588783E2,1.702764928E-1,-1.216573715E0,-6.039872169E-1
2.664668605E2,1.541500986E-1,-1.057134628E0,-9.009280205E-1
2.664748384E2,2.263368070E-1,-8.509435654E-1,-1.210852146E0
2.664828167E2,3.488324285E-1,-5.907487869E-1,-1.455556393E0
2.664907932E2,4.267179072E-1,-4.186801910E-1,-1.426332474E0
2.664987720E2,4.510574341E-1,-2.856655121E-1,-1.172677517E0
2.665067501E2,4.108744264E-1,-1.660280228E-1,-7.305941582E-1
2.665147299E2,4.106032550E-1,6.660461426E-3,5.379915237E-2
2.665227152E2,4.474871755E-1,1.908869743E-1,1.275530338E0
2.665306952E2,6.523308158E-1,4.326272011E-1,2.501599312E0
2.665386768E2,1.055771589E0,7.247986794E-1,3.457545757E0
2.665466544E2,1.781248927E0,1.309309006E0,4.273328304E0
2.665546359E2,2.409056902E0,1.847284317E0,4.159700394E0
2.665626170E2,2.807765722E0,2.320925713E0,3.210835934E0
2.665705987E2,2.916006804E0,2.455463886E0,1.318039894E0
2.665785801E2,2.657606363E0,2.194978714E0,-3.637409210E-1
2.665865602E2,2.105474949E0,1.932842255E0,-1.767993927E0
2.665945398E2,1.411084414E0,1.886268616E0,-2.066785336E0
2.666025181E2,5.849550366E-1,2.172097206E0,-1.929537058E0
2.666104947E2,-3.830112219E-1,2.625113487E0,-1.070644379E0
2.666184681E2,-7.125141025E-1,2.742285728E0,3.972530365E-1
2.666264426E2,-1.637897491E-1,2.494162083E0,2.245421410E0
2.666344174E2,1.362707615E0,1.827175617E0,4.066722393E0
2.666423901E2,3.054429531E0,1.079583645E0,4.424788952E0
2.666503680E2,4.329290867E0,6.986145973E-1,4.621669292E0
2.666583427E2,4.928484917E0,6.492853165E-1,4.477555752E0
2.666663170E2,4.516255856E0,8.497009277E-1,3.791662216E0
2.666742887E2,3.289573669E0,1.067668915E0,2.588979244E0
2.666822640E2,2.033974648E0,1.146286964E0,1.511747837E0
2.666902372E2,8.952281475E-1,1.113374710E0,7.022356987E-1
2.666982141E2,5.637764931E-3,9.921913147E-1,1.732192039E-1
2.667061907E2,-2.517377734E-1,8.839225769E-1,4.847002029E-2
2.667141685E2,1.456379890E-2,8.275489807E-1,2.223591805E-1
2.667221477E2,7.462370396E-1,7.259211540E-1,7.934398651E-1
2.667301252E2,1.375846028E0,6.323719025E-1,1.346916199E0
2.667381057E2,1.917840481E0,3.752818108E-1,1.926777840E0
2.667460872E2,2.106534243E0,2.675466537E-1,2.331073761E0
2.667540668E2,2.029839039E0,1.245393753E-1,2.538934708E0
2.667620489E2,1.712188125E0,-1.239523888E-1,2.367023468E0
2.667700301E2,1.394818187E0,-3.431687355E-1,1.962310791E0
2.667780079E2,1.120176792E0,-5.663046837E-1,1.391191006E0
2.667859855E2,8.761798143E-1,-8.223814964E-1,5.865454674E-1
2.667939672E2,7.358144522E-1,-9.408073425E-1,-1.395626068E-1
2.668019472E2,6.592464447E-1,-9.916429520E-1,-7.948489189E-1
2.668099245E2,7.268034816E-1,-9.692926407E-1,-1.198451042E0
2.668179044E2,9.478315115E-1,-9.500479698E-1,-1.441710472E0
2.668258854E2,1.312649727E0,-1.031570911E0,-1.679723263E0
2.668338677E2,1.632857323E0,-1.156095505E0,-1.821281910E0
2.668418503E2,1.948275208E0,-1.284822941E0,-1.904934406E0
2.668498305E2,2.247091293E0,-1.403697491E0,-2.059109211E0
2.668578110E2,2.410793304E0,-1.433950424E0,-2.271748543E0
2.668657900E2,2.489851952E0,-1.392634392E0,-2.597631216E0
2.668737698E2,2.469332695E0,-1.349217892E0,-2.972705126E0
2.668817506E2,2.383435011E0,-1.316065788E0,-3.231844902E0
2.668897308E2,2.175603390E0,-1.313762665E0,-3.503775597E0
2.668977109E2,1.885215759E0,-1.313027382E0,-3.660592079E0
2.669056882E2,1.571230650E0,-1.284859657E0,-3.588328838E0
2.669136642E2,1.326583982E0,-1.300828457E0,-3.263890505E0
2.669216386E2,1.241590023E0,-1.373085022E0,-2.832560301E0
2.669296160E2,1.278983116E0,-1.420821190E0,-2.322082281E0
2.669375936E2,1.454782605E0,-1.412864685E0,-1.762716293E0
2.669455760E2,1.579283357E0,-1.349957466E0,-1.315960884E0
2.669535561E2,1.652517080E0,-1.227501869E0,-8.713922501E-1
2.669615345E2,1.674304962E0,-1.056128502E0,-4.372324944E-1
2.669695099E2,1.624664545E0,-9.181895256E-1,-8.429288864E-2
2.669774868E2,1.530162573E0,-8.111572266E-1,3.286948204E-1
2.669854613E2,1.490894079E0,-7.260456085E-1,6.394844055E-1
2.669934384E2,1.492336988E0,-7.080454826E-1,9.175605774E-1
2.670014166E2,1.506375670E0,-7.096142769E-1,9.574260712E-1
2.670093937E2,1.461011171E0,-7.120609283E-1,9.080128670E-1
2.670173760E2,1.374717593E0,-7.356920242E-1,6.891713142E-1
2.670253561E2,1.282093406E0,-7.359890938E-1,3.233408928E-1
2.670333349E2,1.186614513E0,-6.971421242E-1,-1.195735931E-1
2.670413148E2,1.057284594E0,-6.426329613E-1,-5.447187424E-1
2.670492953E2,1.027774453E0,-4.981770515E-1,-7.491860390E-1
2.670572771E2,1.174077272E0,-3.153648376E-1,-7.104458809E-1
2.670652550E2,1.405809522E0,-1.812858582E-1,-4.607677460E-1
2.670732393E2,1.606983185E0,-8.124589920E-2,-3.254652023E-1
2.670812174E2,1.850262403E0,-1.079702377E-2,-2.704219818E-1
2.670891974E2,2.098635674E0,9.317064285E-2,-2.725472450E-1
2.670971797E2,2.218813181E0,1.935858727E-1,-2.758231163E-1
2.671051615E2,2.267051220E0,3.253226280E-1,-5.235624313E-2
2.671131415E2,2.282015800E0,4.258871078E-1,6.088676453E-1
2.671211193E2,2.347236633E0,4.547429085E-1,1.260870934E0
2.671290960E2,2.291888237E0,4.808192253E-1,1.782413006E0
2.671370744E2,2.216529846E0,6.268544197E-1,2.343301296E0
2.671450532E2,2.170217037E0,9.754095078E-1,3.149542809E0
2.671530315E2,2.115247250E0,1.268885612E0,3.387555122E0
2.671610092E2,2.003721714E0,1.498164177E0,2.640493393E0
2.671689892E2,1.665407658E0,1.466094017E0,4.098553658E-1
2.671769704E2,1.056945086E0,1.502912521E0,-1.336173058E0
2.671849475E2,2.589116096E-1,1.588958263E0,-2.151618719E0
2.671929261E2,-8.100402355E-1,1.762508869E0,-2.021128416E0
2.672009047E2,-1.596472502E0,1.763760567E0,-1.077240944E0
2.672088814E2,-1.989422560E0,1.319329739E0,1.260425091E0
2.672168595E2,-1.710705400E0,6.179013252E-1,4.024188042E0
2.672248409E2,-7.799650431E-1,9.231281281E-2,6.412796497E0
2.672328209E2,5.796765089E-1,-7.581233978E-2,7.468080521E0
2.672408012E2,1.627591133E0,1.171884537E-1,7.133893967E0
2.672487795E2,2.262245178E0,3.590154648E-1,6.110310555E0
2.672567574E2,2.209249496E0,6.752142906E-1,4.452789783E0
2.672647331E2,1.651550770E0,8.614115715E-1,2.990380287E0
2.672727072E2,8.873872161E-1,8.653149605E-1,1.792354584E0
2.672806875E2,8.451634645E-2,7.728080750E-1,9.142084122E-1
2.672886666E2,-2.359107137E-1,7.190070152E-1,6.268210411E-1
2.672966433E2,-1.545224786E-1,6.464939117E-1,7.763905525E-1
2.673046172E2,2.699280977E-1,4.999499321E-1,1.232697964E0
2.673125948E2,9.228194952E-1,3.148484230E-1,1.822788239E0
2.673205731E2,1.691743731E0,1.219863892E-1,2.297113895E0
2.673285556E2,2.227970123E0,4.017829895E-2,2.370021343E0
2.673365391E2,2.449247122E0,2.091646194E-2,2.147948265E0
2.673445202E2,2.266585827E0,8.234024048E-3,1.691519737E0
2.673524979E2,1.759169936E0,-8.750772476E-2,1.104221344E0
2.673604740E2,1.000898004E0,-2.456665039E-1,3.600983620E-1
2.673684516E2,4.079104960E-1,-3.788285255E-1,-1.885762215E-1
2.673764282E2,-3.429389000E-2,-4.798569679E-1,-7.128005028E-1
2.673844051E2,-2.727907896E-1,-5.468039513E-1,-1.038348198E0
2.673923863E2,-2.355465889E-1,-5.524888039E-1,-1.168129444E0
2.674003695E2,-4.615855217E-2,-5.221557617E-1,-1.153129578E0
2.674083527E2,2.812169790E-1,-5.194716454E-1,-1.015557766E0
2.674163359E2,6.301748157E-1,-5.755577087E-1,-7.761077881E-1
2.674243178E2,9.878131151E-1,-6.446762085E-1,-5.278668404E-1
2.674323026E2,1.197687626E0,-7.708320618E-1,-4.803161621E-1
2.674402852E2,1.308552742E0,-9.453907013E-1,-4.982347488E-1
2.674482712E2,1.306820631E0,-1.155217171E0,-6.854457855E-1
2.674562542E2,1.163632631E0,-1.370627880E0,-9.377088547E-1
2.674642374E2,9.978433251E-1,-1.576308250E0,-1.241813660E0
2.674722188E2,8.263633251E-1,-1.718918800E0,-1.531733513E0
2.674802002E2,7.195550799E-1,-1.744258881E0,-1.785432339E0
2.674881770E2,6.771765351E-1,-1.698531628E0,-2.076707840E0
2.674961584E2,6.945800781E-1,-1.661950111E0,-2.287250519E0
2.675041396E2,7.725412846E-1,-1.619465828E0,-2.427351952E0
2.675121231E2,8.782435656E-1,-1.579348087E0,-2.532063723E0
2.675201038E2,9.071481824E-1,-1.531524658E0,-2.530082941E0
2.675280884E2,8.592652678E-1,-1.427366734E0,-2.508582354E0
2.675360722E2,7.584341168E-1,-1.215032101E0,-2.423479319E0
2.675440567E2,6.960893273E-1,-1.043296814E0,-2.355749607E0
2.675520434E2,6.093071103E-1,-9.115233421E-1,-2.311065197E0
2.675600297E2,5.839017630E-1,-8.054227829E-1,-2.227120876E0
2.675680123E2,6.155766249E-1,-6.958942413E-1,-2.042061329E0
2.675759985E2,6.086550355E-1,-5.345606804E-1,-1.746865749E0
2.675839861E2,5.590712428E-1,-4.087133408E-1,-1.373609543E0
2.675919743E2,5.111910105E-1,-3.287830353E-1,-9.019083977E-1
2.675999628E2,5.183633566E-1,-2.916855812E-1,-4.110393524E-1
2.676079495E2,5.661305189E-1,-2.361035347E-1,-7.705831528E-2
2.676159349E2,6.976622343E-1,-1.404695511E-1,2.273836136E-1
2.676239190E2,7.404808402E-1,-8.180761337E-2,3.255281448E-1
2.676318994E2,6.846432090E-1,6.360054016E-3,3.041872978E-1
2.676398869E2,4.811655879E-1,9.945583344E-2,1.783552170E-1
2.676478707E2,2.867114842E-1,1.748070717E-1,3.842830658E-3
2.676558541E2,1.436643600E-1,2.425708771E-1,-1.434907913E-1
2.676638392E2,6.570667028E-2,3.660273552E-1,-2.266235352E-1
2.676718238E2,9.061521292E-2,4.351739883E-1,-3.032150269E-1
2.676798049E2,2.882263064E-1,4.270668030E-1,-2.980370522E-1
2.676877865E2,5.050497055E-1,3.950185776E-1,-7.302761078E-2
2.676957675E2,6.842209101E-1,3.534522057E-1,4.532384872E-1
2.677037494E2,8.461793661E-1,3.307194710E-1,1.228716850E0
2.677117275E2,9.599886537E-1,3.217196465E-1,1.976336479E0
2.677197041E2,1.119064331E0,4.251384735E-1,2.722628593E0
2.677276823E2,1.424997091E0,7.348227501E-1,3.407848358E0
2.677356644E2,1.854525566E0,1.123661041E0,3.738572598E0
2.677436447E2,2.478121519E0,1.546233177E0,3.569874287E0
2.677516213E2,3.015805721E0,1.779018402E0,2.641877651E0
2.677596006E2,3.290771246E0,1.801270485E0,1.166452408E0
2.677675848E2,3.062458992E0,1.693664074E0,-4.928197861E-1
2.677755661E2,2.595834494E0,1.746900558E0,-1.466174126E0
2.677835456E2,2.032280445E0,1.925756454E0,-2.017034769E0
2.677915286E2,1.192770720E0,2.185451031E0,-2.586172819E0
2.677995116E2,3.951812088E-1,2.080737591E0,-2.635243416E0
2.678074950E2,-2.361120582E-1,1.850485802E0,-1.998463869E0
2.678154771E2,-2.618913054E-1,1.563752651E0,-1.112097263E0
2.678234607E2,2.025391459E-1,1.272714138E0,4.958629608E-2
2.678314433E2,1.157697439E0,9.499120712E-1,2.025171757E0
2.678394323E2,2.203443050E0,7.108540535E-1,3.994195938E0
2.678474155E2,3.183033466E0,3.301787376E-1,5.648974895E0
2.678554095E2,4.017518520E0,7.402229309E-2,6.777673244E0
2.678633839E2,4.294138432E0,-3.828096390E-2,6.930330753E0
2.678713643E2,4.214126110E0,-1.076374054E-1,6.524647713E0
2.678793431E2,3.869152069E0,-5.292701721E-2,5.325209618E0
2.678873231E2,3.192780495E0,-8.869791031E-2,3.487707138E0
2.678953045E2,2.312469482E0,-1.120820045E-1,1.400522232E0
2.679032868E2,1.552917600E0,-1.198463440E-1,-7.527303696E-2
2.679112698E2,8.847286701E-1,-1.039934158E-1,-1.102603436E0
2.679192489E2,4.616298079E-1,-9.909629822E-2,-1.911354065E0
2.679272282E2,3.122029305E-1,-1.613721848E-1,-2.259108067E0
2.679352061E2,4.134375453E-1,-3.282866478E-1,-2.214616776E0
2.679431894E2,7.646578550E-1,-4.878816605E-1,-1.821347713E0
2.679511718E2,1.279345751E0,-6.275696754E-1,-1.296515942E0
2.679591524E2,1.859649539E0,-7.145709991E-1,-7.002263069E-1
2.679671324E2,2.159631729E0,-7.851939201E-1,-2.391858101E-1
2.679751131E2,2.214494944E0,-8.559737206E-1,1.852216721E-1
2.679830940E2,2.031841278E0,-9.241771698E-1,6.134243011E-1
2.679910741E2,1.777967930E0,-9.910435677E-1,8.072509766E-1
2.679990534E2,1.375138998E0,-1.101546764E0,7.447428703E-1
2.680070311E2,1.023115516E0,-1.154866695E0,5.019636154E-1
2.680150097E2,7.727290392E-1,-1.155214310E0,4.920482635E-2
2.680229900E2,6.696300507E-1,-1.112045765E0,-3.937468529E-1
2.680309775E2,6.553866863E-1,-1.119538784E0,-7.379374504E-1
2.680389611E2,6.940973997E-1,-1.166952133E0,-9.515905380E-1
2.680469437E2,7.902962565E-1,-1.253924370E0,-1.020825386E0
2.680549262E2,9.456757903E-1,-1.338084221E0,-1.021142006E0
2.680629088E2,1.165687561E0,-1.390502930E0,-1.148977280E0
2.680708923E2,1.370166540E0,-1.377418995E0,-1.246408939E0
2.680788715E2,1.507827044E0,-1.322315693E0,-1.371193886E0
2.680868503E2,1.608421326E0,-1.244437695E0,-1.585317612E0
2.680948285E2,1.614267826E0,-1.253218174E0,-1.698080063E0
2.681028083E2,1.596958160E0,-1.290930748E0,-1.786465168E0
2.681107906E2,1.522459984E0,-1.289753914E0,-1.908956528E0
