"Time (s)","Pressure (hPa)"
2.559327012E1,9.955826416E2
2.567297770E1,9.955880737E2
2.575267501E1,9.955913696E2
2.583237176E1,9.955910645E2
2.591209188E1,9.955893555E2
2.599181684E1,9.955870361E2
2.607151548E1,9.955815430E2
2.615122005E1,9.955782471E2
2.623095544E1,9.955801392E2
2.631079825E1,9.955829468E2
2.639048696E1,9.955877686E2
2.647019653E1,9.955899658E2
2.655001962E1,9.955916748E2
2.662978141E1,9.955874634E2
2.670947704E1,9.955837402E2
2.678914848E1,9.955804443E2
2.686885481E1,9.955801392E2
2.694854106E1,9.955807495E2
2.702825512E1,9.955843506E2
2.710801462E1,9.955893555E2
2.718777286E1,9.955921631E2
2.726748270E1,9.955934448E2
2.734720395E1,9.955923462E2
2.742692032E1,9.955913696E2
2.750663622E1,9.955901489E2
2.758634301E1,9.955916748E2
2.766604153E1,9.955941772E2
2.774573348E1,9.956004639E2
2.782543930E1,9.956069946E2
2.790517836E1,9.956109009E2
2.798492512E1,9.956093750E2
2.806464004E1,9.956060791E2
2.814437141E1,9.956001587E2
2.822407618E1,9.955949707E2
2.830380188E1,9.955918579E2
2.838351790E1,9.955954590E2
2.846320165E1,9.956019897E2
2.854292407E1,9.956062012E2
2.862270747E1,9.956096802E2
2.870252454E1,9.956099854E2
2.878234391E1,9.956054688E2
2.886214278E1,9.955997925E2
2.894190321E1,9.955968628E2
2.902163704E1,9.955951538E2
2.910136168E1,9.955982666E2
2.918108891E1,9.956033936E2
2.926084602E1,9.956063843E2
2.934060622E1,9.956074829E2
2.942036712E1,9.956058960E2
2.950011106E1,9.956022949E2
2.957986086E1,9.955987549E2
2.965957544E1,9.955997925E2
2.973928204E1,9.956041870E2
2.981906032E1,9.956099854E2
2.989883844E1,9.956137085E2
2.997855633E1,9.956159058E2
3.005831321E1,9.956124878E2
3.013806516E1,9.956079712E2
3.021777516E1,9.956041870E2
3.029749079E1,9.956027832E2
3.037722649E1,9.956012573E2
3.045697298E1,9.956055908E2
3.053670122E1,9.956079712E2
3.061641602E1,9.956083984E2
3.069617516E1,9.956071777E2
3.077592715E1,9.956065674E2
3.085565251E1,9.956038818E2
3.093545048E1,9.956062012E2
3.101519926E1,9.956115112E2
3.109494969E1,9.956217041E2
3.117470087E1,9.956287231E2
3.125441743E1,9.956346436E2
3.133420407E1,9.956334229E2
3.141401598E1,9.956310425E2
3.149376376E1,9.956251221E2
3.157348618E1,9.956220093E2
3.165322243E1,9.956204224E2
3.173294055E1,9.956229248E2
3.181270286E1,9.956242065E2
3.189247508E1,9.956257324E2
3.197222258E1,9.956256104E2
3.205194083E1,9.956229248E2
3.213168102E1,9.956192017E2
3.221139876E1,9.956165161E2
3.229115235E1,9.956149902E2
3.237092700E1,9.956160889E2
3.245067360E1,9.956224976E2
3.253041723E1,9.956254272E2
3.261016883E1,9.956250000E2
3.268992098E1,9.956215210E2
3.276968274E1,9.956176147E2
3.284942852E1,9.956104736E2
3.292918735E1,9.956082764E2
3.300893145E1,9.956109009E2
3.308870165E1,9.956166992E2
3.316850610E1,9.956204224E2
3.324833997E1,9.956232300E2
3.332811907E1,9.956237183E2
3.340796145E1,9.956209106E2
3.348779657E1,9.956159058E2
3.356759708E1,9.956138916E2
3.364736782E1,9.956134033E2
3.372716637E1,9.956146851E2
3.380695423E1,9.956213989E2
3.388673278E1,9.956268311E2
3.396653907E1,9.956281128E2
3.404634903E1,9.956251221E2
3.412613836E1,9.956213989E2
3.420592145E1,9.956140137E2
3.428572360E1,9.956099854E2
3.436551633E1,9.956105957E2
3.444538626E1,9.956177979E2
3.452527040E1,9.956226196E2
3.460515391E1,9.956259155E2
3.468500887E1,9.956265259E2
3.476488743E1,9.956229248E2
3.484477520E1,9.956163940E2
3.492455469E1,9.956130981E2
3.500433817E1,9.956118774E2
3.508413672E1,9.956102905E2
3.516392559E1,9.956113892E2
3.524373048E1,9.956088867E2
3.532351852E1,9.956029663E2
3.540334915E1,9.955930786E2
3.548313305E1,9.955837402E2
3.556286305E1,9.955748291E2
3.564262989E1,9.955710449E2
3.572243274E1,9.955721436E2
3.580214239E1,9.955778198E2
3.588186282E1,9.955837402E2
3.596157563E1,9.955891724E2
3.604129313E1,9.955896606E2
3.612104528E1,9.955893555E2
3.620077926E1,9.955868530E2
3.628050997E1,9.955849609E2
3.636024407E1,9.955857544E2
3.643999094E1,9.955887451E2
3.651974391E1,9.955919800E2
3.659943934E1,9.955937500E2
3.667917063E1,9.955934448E2
3.675896165E1,9.955890503E2
3.683878294E1,9.955837402E2
3.691851876E1,9.955788574E2
3.699824755E1,9.955753174E2
3.707798227E1,9.955760498E2
3.715772477E1,9.955771484E2
3.723744630E1,9.955768433E2
3.731717993E1,9.955720215E2
3.739694962E1,9.955662231E2
3.747671317E1,9.955581055E2
3.755644102E1,9.955515137E2
3.763617434E1,9.955482788E2
3.771590231E1,9.955479736E2
3.779563559E1,9.955526123E2
3.787533954E1,9.955543823E2
3.795505758E1,9.955552979E2
3.803476094E1,9.955521851E2
3.811448590E1,9.955482788E2
3.819418180E1,9.955411987E2
3.827390985E1,9.955380859E2
3.835365251E1,9.955368652E2
3.843339696E1,9.955390625E2
3.851315391E1,9.955458984E2
3.859287110E1,9.955491943E2
3.867257856E1,9.955505981E2
3.875239368E1,9.955494995E2
3.883214110E1,9.955468750E2
3.891189544E1,9.955416870E2
3.899166485E1,9.955401611E2
3.907141141E1,9.955413818E2
3.915113098E1,9.955441895E2
3.923089766E1,9.955443726E2
3.931064352E1,9.955444946E2
3.939036411E1,9.955408936E2
3.947007290E1,9.955349731E2
3.954981204E1,9.955298462E2
3.962953387E1,9.955296631E2
3.970924774E1,9.955302734E2
3.978898903E1,9.955343628E2
3.986874946E1,9.955397949E2
3.994845360E1,9.955433960E2
4.002820075E1,9.955427856E2
4.010798618E1,9.955388794E2
4.018773540E1,9.955344849E2
4.026745630E1,9.955301514E2
4.034719169E1,9.955304565E2
4.042696747E1,9.955341797E2
4.050679376E1,9.955427856E2
4.058660294E1,9.955482788E2
4.066642442E1,9.955518799E2
4.074623911E1,9.955474854E2
4.082601301E1,9.955430908E2
4.090574290E1,9.955374756E2
4.098548985E1,9.955366821E2
4.106520551E1,9.955385742E2
4.114493477E1,9.955502930E2
4.122467548E1,9.955596924E2
4.130443434E1,9.955643311E2
4.138419356E1,9.955664062E2
4.146393731E1,9.955656128E2
4.154369829E1,9.955590210E2
4.162344106E1,9.955563965E2
4.170316649E1,9.955595093E2
4.178293520E1,9.955648193E2
4.186269372E1,9.955770264E2
4.194244356E1,9.955857544E2
4.202220016E1,9.955860596E2
4.210198536E1,9.955815430E2
4.218180110E1,9.955748291E2
4.226160497E1,9.955643311E2
4.234145962E1,9.955599976E2
4.242133794E1,9.955640259E2
4.250114719E1,9.955759277E2
4.258092094E1,9.955887451E2
4.266077376E1,9.955955811E2
4.274056235E1,9.955993652E2
4.282032446E1,9.955977783E2
4.290005606E1,9.955856323E2
4.297980969E1,9.955735474E2
4.305960575E1,9.955668335E2
4.313941821E1,9.955632324E2
4.321921426E1,9.955625000E2
4.329899067E1,9.955668335E2
4.337873954E1,9.955712280E2
4.345854602E1,9.955703125E2
4.353832141E1,9.955646362E2
4.361810133E1,9.955593262E2
4.369786872E1,9.955545044E2
4.377763911E1,9.955520020E2
4.385740149E1,9.955557861E2
4.393715821E1,9.955640259E2
4.401689051E1,9.955695190E2
4.409663633E1,9.955726318E2
4.417640544E1,9.955689087E2
4.425618731E1,9.955634155E2
4.433598360E1,9.955563965E2
4.441575309E1,9.955526123E2
4.449554751E1,9.955521851E2
4.457537833E1,9.955578003E2
4.465520173E1,9.955587158E2
4.473499508E1,9.955582886E2
4.481474200E1,9.955548096E2
4.489451481E1,9.955471802E2
4.497427676E1,9.955374756E2
4.505407493E1,9.955351562E2
4.513389493E1,9.955338745E2
4.521370063E1,9.955360718E2
4.529350102E1,9.955457764E2
4.537331005E1,9.955524902E2
4.545312153E1,9.955532837E2
4.553293122E1,9.955498047E2
4.561274911E1,9.955433960E2
4.569255407E1,9.955323486E2
4.577237899E1,9.955248413E2
4.585218989E1,9.955221558E2
4.593198586E1,9.955259399E2
4.601180040E1,9.955337524E2
4.609157157E1,9.955376587E2
4.617134805E1,9.955391846E2
4.625112848E1,9.955362549E2
4.633088668E1,9.955291748E2
4.641065493E1,9.955209351E2
4.649045774E1,9.955162354E2
4.657024883E1,9.955170288E2
4.665004770E1,9.955234375E2
4.672985735E1,9.955294800E2
4.680965192E1,9.955329590E2
4.688943395E1,9.955326538E2
4.696921540E1,9.955268555E2
4.704898825E1,9.955181274E2
4.712874477E1,9.955132446E2
4.720848876E1,9.955137329E2
4.728828067E1,9.955151367E2
4.736808630E1,9.955224609E2
4.744789751E1,9.955276489E2
4.752773005E1,9.955298462E2
4.760753419E1,9.955246582E2
4.768732016E1,9.955216675E2
4.776711860E1,9.955165405E2
4.784692399E1,9.955154419E2
4.792671173E1,9.955162354E2
4.800648438E1,9.955254517E2
4.808624122E1,9.955294800E2
4.816600977E1,9.955324707E2
4.824575860E1,9.955312500E2
4.832550645E1,9.955270386E2
4.840521743E1,9.955199585E2
4.848495950E1,9.955182495E2
4.856468255E1,9.955181274E2
4.864444290E1,9.955192261E2
4.872420833E1,9.955265503E2
4.880397653E1,9.955299683E2
4.888373407E1,9.955298462E2
4.896347036E1,9.955251465E2
4.904324024E1,9.955215454E2
4.912304020E1,9.955148315E2
4.920282040E1,9.955129395E2
4.928260836E1,9.955184326E2
4.936238688E1,9.955279541E2
4.944217758E1,9.955369873E2
4.952200403E1,9.955424805E2
4.960180965E1,9.955438843E2
4.968169567E1,9.955391846E2
4.976154434E1,9.955340576E2
4.984134770E1,9.955296631E2
4.992115923E1,9.955302734E2
5.000095579E1,9.955313721E2
5.008076446E1,9.955382690E2
5.016059918E1,9.955402832E2
5.024035977E1,9.955376587E2
5.032013856E1,9.955298462E2
5.039991372E1,9.955229492E2
5.047970442E1,9.955134277E2
5.055952762E1,9.955106201E2
5.063932563E1,9.955096436E2
5.071911298E1,9.955151367E2
5.079892743E1,9.955188599E2
5.087882407E1,9.955195312E2
5.095870059E1,9.955153198E2
5.103850040E1,9.955142212E2
5.111831016E1,9.955114136E2
5.119811692E1,9.955120239E2
5.127789567E1,9.955154419E2
5.135768829E1,9.955187378E2
5.143746891E1,9.955216675E2
5.151722805E1,9.955210571E2
5.159702454E1,9.955173340E2
5.167682098E1,9.955099487E2
5.175662805E1,9.955037231E2
5.183640438E1,9.954996948E2
5.191620997E1,9.954984131E2
5.199598008E1,9.954992065E2
5.207574590E1,9.955056152E2
5.215550540E1,9.955124512E2
5.223528309E1,9.955112305E2
5.231505262E1,9.955079346E2
5.239483180E1,9.955032349E2
5.247461399E1,9.954957886E2
5.255449688E1,9.954899902E2
5.263431934E1,9.954910889E2
5.271416204E1,9.954932861E2
5.279400465E1,9.955015259E2
5.287380008E1,9.955054321E2
5.295362536E1,9.955068359E2
5.303342704E1,9.955045166E2
5.311327465E1,9.954976196E2
5.319310688E1,9.954876099E2
5.327292458E1,9.954827881E2
5.335272450E1,9.954807739E2
5.343249262E1,9.954802856E2
5.351227243E1,9.954873047E2
5.359202657E1,9.954907837E2
5.367182395E1,9.954906006E2
5.375161383E1,9.954879761E2
5.383139477E1,9.954859009E2
5.391114626E1,9.954804688E2
5.399088911E1,9.954843750E2
5.407065649E1,9.954910889E2
5.415043794E1,9.955040283E2
5.423025298E1,9.955124512E2
5.431005630E1,9.955201416E2
5.438982719E1,9.955157471E2
5.446958481E1,9.955101318E2
5.454930614E1,9.954987183E2
5.462903962E1,9.954935913E2
5.470877446E1,9.954913940E2
5.478851669E1,9.954953003E2
5.486825739E1,9.954978027E2
5.494800645E1,9.954995117E2
5.502774333E1,9.954976196E2
5.510747794E1,9.954915161E2
5.518721415E1,9.954841919E2
5.526696942E1,9.954824829E2
5.534673876E1,9.954851074E2
5.542651692E1,9.954891968E2
5.550629938E1,9.955004272E2
5.558604528E1,9.955089111E2
5.566583024E1,9.955120239E2
5.574560141E1,9.955096436E2
5.582534747E1,9.955081177E2
5.590513622E1,9.955018311E2
5.598501356E1,9.955000000E2
5.606490309E1,9.955043335E2
5.614477094E1,9.955157471E2
5.622462848E1,9.955279541E2
5.630446430E1,9.955357666E2
5.638429844E1,9.955402832E2
5.646411633E1,9.955393677E2
5.654394692E1,9.955326538E2
5.662376153E1,9.955273438E2
5.670357290E1,9.955268555E2
5.678336618E1,9.955323486E2
5.686327407E1,9.955416870E2
5.694316950E1,9.955455933E2
5.702308485E1,9.955452881E2
5.710293840E1,9.955407715E2
5.718276106E1,9.955310669E2
5.726259200E1,9.955209351E2
5.734242360E1,9.955213623E2
5.742224692E1,9.955255737E2
5.750207321E1,9.955365601E2
5.758186508E1,9.955469971E2
5.766165387E1,9.955549927E2
5.774146676E1,9.955538940E2
5.782126715E1,9.955471802E2
5.790107516E1,9.955371704E2
5.798084934E1,9.955271606E2
5.806062587E1,9.955207520E2
5.814039805E1,9.955170288E2
5.822016555E1,9.955231323E2
5.829996305E1,9.955274658E2
5.837975337E1,9.955305786E2
5.845953641E1,9.955287476E2
5.853933684E1,9.955260620E2
5.861912684E1,9.955198364E2
5.869890329E1,9.955154419E2
5.877868036E1,9.955121460E2
5.885847235E1,9.955154419E2
5.893821212E1,9.955184326E2
5.901795856E1,9.955199585E2
5.909768887E1,9.955156250E2
5.917741254E1,9.955110474E2
5.925714688E1,9.955039062E2
5.933687840E1,9.955007324E2
5.941661673E1,9.955026245E2
5.949635356E1,9.955156250E2
5.957614969E1,9.955257568E2
5.965594614E1,9.955316772E2
5.973571954E1,9.955323486E2
5.981549848E1,9.955255737E2
5.989530782E1,9.955159302E2
5.997509712E1,9.955106201E2
6.005488868E1,9.955114136E2
6.013470926E1,9.955160522E2
6.021454997E1,9.955263672E2
6.029438606E1,9.955326538E2
6.037424719E1,9.955355835E2
6.045409313E1,9.955324707E2
6.053391872E1,9.955270386E2
6.061368325E1,9.955201416E2
6.069349926E1,9.955156250E2
6.077329274E1,9.955167236E2
6.085307684E1,9.955237427E2
6.093286840E1,9.955307617E2
6.101265430E1,9.955348511E2
6.109239915E1,9.955363770E2
6.117218266E1,9.955333862E2
6.125194715E1,9.955287476E2
6.133170458E1,9.955271606E2
6.141146860E1,9.955268555E2
6.149122665E1,9.955294800E2
6.157100298E1,9.955366821E2
6.165077309E1,9.955377808E2
6.173056239E1,9.955355835E2
6.181033075E1,9.955302734E2
6.189008544E1,9.955226440E2
6.196984133E1,9.955138550E2
6.204958895E1,9.955157471E2
6.212933176E1,9.955212402E2
6.220907805E1,9.955327759E2
6.228884340E1,9.955404663E2
6.236859251E1,9.955466919E2
6.244834450E1,9.955419922E2
6.252812024E1,9.955365601E2
6.260791856E1,9.955304565E2
6.268774708E1,9.955298462E2
6.276759317E1,9.955296631E2
6.284741911E1,9.955352783E2
6.292726399E1,9.955382690E2
6.300716110E1,9.955354614E2
6.308703317E1,9.955313721E2
6.316683001E1,9.955246582E2
6.324669337E1,9.955159302E2
6.332653149E1,9.955101318E2
6.340632204E1,9.955095215E2
6.348610411E1,9.955107422E2
6.356596419E1,9.955173340E2
6.364575196E1,9.955271606E2
6.372552848E1,9.955318604E2
6.380532254E1,9.955313721E2
6.388518008E1,9.955284424E2
6.396503774E1,9.955227661E2
6.404480926E1,9.955156250E2
6.412459465E1,9.955138550E2
6.420437063E1,9.955156250E2
6.428411501E1,9.955213623E2
6.436388954E1,9.955243530E2
6.444364934E1,9.955245361E2
6.452341790E1,9.955218506E2
6.460319130E1,9.955182495E2
6.468299090E1,9.955121460E2
6.476284762E1,9.955081177E2
6.484268282E1,9.955059204E2
6.492248333E1,9.955079346E2
6.500227602E1,9.955128174E2
6.508207661E1,9.955115356E2
6.516188719E1,9.955107422E2
6.524173508E1,9.955048218E2
6.532151673E1,9.954956055E2
6.540126614E1,9.954849854E2
6.548105743E1,9.954816895E2
6.556085512E1,9.954791870E2
6.564065169E1,9.954808960E2
6.572045790E1,9.954863892E2
6.580023817E1,9.954873047E2
6.587996723E1,9.954844971E2
6.595972887E1,9.954786987E2
6.603949805E1,9.954713745E2
6.611923907E1,9.954624634E2
6.619899477E1,9.954585571E2
6.627874739E1,9.954567261E2
6.635850336E1,9.954613647E2
6.643828223E1,9.954707642E2
6.651804688E1,9.954757690E2
6.659777622E1,9.954808960E2
6.667748630E1,9.954815674E2
6.675723309E1,9.954766846E2
6.683703180E1,9.954705811E2
6.691681958E1,9.954687500E2
6.699656364E1,9.954671631E2
6.707634301E1,9.954721680E2
6.715611145E1,9.954777832E2
6.723587969E1,9.954819946E2
6.731564227E1,9.954818726E2
6.739541415E1,9.954791870E2
6.747518208E1,9.954733887E2
6.755494032E1,9.954680786E2
6.763470418E1,9.954684448E2
6.771446559E1,9.954721680E2
6.779422501E1,9.954807739E2
6.787398145E1,9.954862061E2
6.795375329E1,9.954907837E2
6.803352715E1,9.954869995E2
6.811328883E1,9.954843750E2
6.819308083E1,9.954780884E2
6.827288305E1,9.954772949E2
6.835268633E1,9.954790649E2
6.843246497E1,9.954891968E2
6.851225172E1,9.954949951E2
6.859204813E1,9.955006104E2
6.867186895E1,9.955017090E2
6.875165934E1,9.954993286E2
6.883143028E1,9.954923096E2
6.891121383E1,9.954888916E2
6.899099485E1,9.954877930E2
6.907076395E1,9.954924927E2
6.915052512E1,9.955015259E2
6.923032223E1,9.955056152E2
6.931017973E1,9.955039062E2
6.939002317E1,9.954990234E2
6.946990059E1,9.954906006E2
6.954973309E1,9.954801636E2
6.962953305E1,9.954747925E2
6.970933798E1,9.954796753E2
6.978912809E1,9.954895020E2
6.986892231E1,9.954973145E2
6.994876579E1,9.955045166E2
7.002859540E1,9.955096436E2
7.010840536E1,9.955085449E2
7.018821965E1,9.955023193E2
7.026800407E1,9.954973145E2
7.034779368E1,9.954951172E2
7.042758477E1,9.955021362E2
7.050737700E1,9.955076294E2
7.058715493E1,9.955266724E2
7.066689790E1,9.955482788E2
7.074667602E1,9.955603027E2
7.082643563E1,9.955595093E2
7.090619622E1,9.955642090E2
7.098594630E1,9.955606079E2
7.106571090E1,9.955567017E2
7.114548262E1,9.955692139E2
7.122523942E1,9.955849609E2
7.130502497E1,9.955935669E2
7.138485090E1,9.955927734E2
7.146470301E1,9.955837402E2
7.154454778E1,9.955635986E2
7.162434571E1,9.955466919E2
7.170412641E1,9.955394897E2
7.178389790E1,9.955397949E2
7.186365864E1,9.955499878E2
7.194339016E1,9.955609131E2
7.202313086E1,9.955645142E2
7.210291153E1,9.955595093E2
7.218268676E1,9.955538940E2
7.226249411E1,9.955458984E2
7.234234008E1,9.955422974E2
7.242213516E1,9.955494995E2
7.250191340E1,9.955593262E2
7.258165903E1,9.955650024E2
7.266142325E1,9.955667114E2
7.274120317E1,9.955595093E2
7.282098059E1,9.955468750E2
7.290076758E1,9.955358887E2
7.298051180E1,9.955280762E2
7.306028962E1,9.955252686E2
7.314007758E1,9.955299683E2
7.321983102E1,9.955307617E2
7.329966501E1,9.955266724E2
7.337951169E1,9.955159302E2
7.345931727E1,9.955037231E2
7.353904922E1,9.954902954E2
7.361879516E1,9.954865112E2
7.369852317E1,9.954832764E2
7.377830168E1,9.954899902E2
7.385813805E1,9.954951172E2
7.393801001E1,9.954996948E2
7.401778661E1,9.954935913E2
7.409755262E1,9.954921875E2
7.417737829E1,9.954887085E2
7.425718130E1,9.954904175E2
7.433696313E1,9.954984131E2
7.441673395E1,9.955184326E2
7.449649219E1,9.955310669E2
7.457625012E1,9.955401611E2
7.465598696E1,9.955404663E2
7.473570594E1,9.955327759E2
7.481541965E1,9.955207520E2
7.489514243E1,9.955193481E2
7.497490958E1,9.955198364E2
7.505467594E1,9.955315552E2
7.513441622E1,9.955415649E2
7.521415020E1,9.955476074E2
7.529388516E1,9.955451050E2
7.537363848E1,9.955421753E2
7.545336899E1,9.955366821E2
7.553309700E1,9.955351562E2
7.561283168E1,9.955401611E2
7.569260922E1,9.955527954E2
7.577245200E1,9.955618286E2
7.585231040E1,9.955676270E2
7.593208298E1,9.955675049E2
7.601185430E1,9.955606079E2
7.609164044E1,9.955529175E2
7.617144411E1,9.955521851E2
7.625123340E1,9.955515137E2
7.633104645E1,9.955642090E2
7.641084184E1,9.955779419E2
7.649064071E1,9.955885620E2
7.657044458E1,9.955895386E2
7.665024821E1,9.955895386E2
7.673007508E1,9.955823364E2
7.680993669E1,9.955779419E2
7.688985770E1,9.955756226E2
7.696976876E1,9.955823364E2
7.704967696E1,9.955899658E2
7.712953165E1,9.955907593E2
7.720938696E1,9.955849609E2
7.728923051E1,9.955756226E2
7.736905817E1,9.955653076E2
7.744887481E1,9.955574951E2
7.752869548E1,9.955531006E2
7.760852801E1,9.955568237E2
7.768830923E1,9.955625000E2
7.776808915E1,9.955637207E2
7.784790575E1,9.955554199E2
7.792772688E1,9.955476074E2
7.800755520E1,9.955369873E2
7.808736012E1,9.955302734E2
7.816717423E1,9.955304565E2
7.824694454E1,9.955441895E2
7.832672325E1,9.955543823E2
7.840649024E1,9.955603027E2
7.848628442E1,9.955598145E2
7.856609294E1,9.955543823E2
7.864591618E1,9.955460815E2
7.872575985E1,9.955468750E2
7.880557415E1,9.955549927E2
7.888539505E1,9.955673218E2
7.896528918E1,9.955776367E2
7.904511755E1,9.955821533E2
7.912493040E1,9.955802612E2
7.920475782E1,9.955734253E2
7.928457918E1,9.955656128E2
7.936439700E1,9.955654297E2
7.944420282E1,9.955661011E2
7.952403286E1,9.955698242E2
7.960385930E1,9.955737305E2
7.968365325E1,9.955720215E2
7.976344551E1,9.955617065E2
7.984325102E1,9.955523071E2
7.992306583E1,9.955462036E2
8.000290059E1,9.955451050E2
8.008267512E1,9.955484009E2
8.016243344E1,9.955625000E2
8.024226544E1,9.955735474E2
8.032206954E1,9.955790405E2
8.040185532E1,9.955715332E2
8.048162715E1,9.955653076E2
8.056147493E1,9.955537109E2
8.064125130E1,9.955466919E2
8.072107848E1,9.955488892E2
8.080089633E1,9.955571899E2
8.088068258E1,9.955593262E2
8.096046192E1,9.955599976E2
8.104022985E1,9.955538940E2
8.112000489E1,9.955362549E2
8.119980329E1,9.955193481E2
8.127961446E1,9.955114136E2
8.135939454E1,9.955051270E2
8.143918852E1,9.955142212E2
8.151899395E1,9.955290527E2
8.159878985E1,9.955418701E2
8.167858586E1,9.955482788E2
8.175840137E1,9.955509033E2
8.183818340E1,9.955435791E2
8.191804516E1,9.955391846E2
8.199783012E1,9.955433960E2
8.207759926E1,9.955590210E2
8.215737915E1,9.955703125E2
8.223719333E1,9.955815430E2
8.231701450E1,9.955826416E2
8.239682028E1,9.955749512E2
8.247660376E1,9.955648193E2
8.255639340E1,9.955673218E2
8.263619055E1,9.955706177E2
8.271599630E1,9.955873413E2
8.279577727E1,9.956030884E2
8.287557450E1,9.956091919E2
8.295539446E1,9.955985718E2
8.303518981E1,9.955820312E2
8.311500778E1,9.955590210E2
8.319483598E1,9.955422974E2
8.327467454E1,9.955341797E2
8.335448083E1,9.955446777E2
8.343429590E1,9.955551147E2
8.351413274E1,9.955634155E2
8.359399844E1,9.955642090E2
8.367383739E1,9.955559082E2
8.375365317E1,9.955397949E2
8.383346700E1,9.955316772E2
8.391325801E1,9.955312500E2
8.399307196E1,9.955369873E2
8.407288231E1,9.955549927E2
8.415274473E1,9.955682373E2
8.423259493E1,9.955682373E2
8.431242071E1,9.955598145E2
8.439220204E1,9.955502930E2
8.447199723E1,9.955344849E2
8.455181840E1,9.955248413E2
8.463165516E1,9.955368652E2
8.471151715E1,9.955541992E2
8.479130516E1,9.955654297E2
8.487108962E1,9.955715332E2
8.495095360E1,9.955710449E2
8.503081665E1,9.955549927E2
8.511061684E1,9.955390625E2
8.519045083E1,9.955316772E2
8.527020930E1,9.955285645E2
8.534996137E1,9.955374756E2
8.542970504E1,9.955504761E2
8.550947891E1,9.955534058E2
8.558928215E1,9.955548096E2
8.566908165E1,9.955541992E2
8.574884676E1,9.955482788E2
8.582861032E1,9.955454712E2
8.590835540E1,9.955585938E2
8.598811762E1,9.955763550E2
8.606792469E1,9.955923462E2
8.614772274E1,9.956041870E2
8.622749168E1,9.956071777E2
8.630725844E1,9.956007690E2
8.638706173E1,9.955888672E2
8.646686262E1,9.955843506E2
8.654665247E1,9.955835571E2
8.662647848E1,9.955957642E2
8.670631973E1,9.956068726E2
8.678612348E1,9.956121826E2
8.686595649E1,9.956116943E2
8.694578415E1,9.956091919E2
8.702561305E1,9.956008911E2
8.710545692E1,9.955941772E2
8.718526141E1,9.955974731E2
8.726510848E1,9.956107788E2
8.734491950E1,9.956166992E2
8.742472938E1,9.956204224E2
8.750456282E1,9.956204224E2
8.758438583E1,9.956126099E2
8.766418825E1,9.955973511E2
8.774399559E1,9.955937500E2
8.782384985E1,9.955912476E2
8.790368571E1,9.955977783E2
8.798356395E1,9.956137085E2
8.806351391E1,9.956223145E2
8.814341036E1,9.956250000E2
8.822326485E1,9.956243286E2
8.830310747E1,9.956177979E2
8.838293344E1,9.956083984E2
8.846283426E1,9.956077881E2
8.854273633E1,9.956204224E2
8.862258505E1,9.956287231E2
8.870246883E1,9.956353149E2
8.878233215E1,9.956345215E2
8.886217118E1,9.956267090E2
8.894201688E1,9.956094971E2
8.902188700E1,9.956024780E2
8.910175067E1,9.956005859E2
8.918161626E1,9.956115112E2
8.926145852E1,9.956276245E2
8.934133387E1,9.956335449E2
8.942117876E1,9.956323242E2
8.950099075E1,9.956256104E2
8.958081106E1,9.956094971E2
8.966062430E1,9.955932617E2
8.974045024E1,9.955852661E2
8.982029067E1,9.955873413E2
8.990011786E1,9.955854492E2
8.997995387E1,9.955846558E2
9.005981180E1,9.955846558E2
9.013969450E1,9.955818481E2
9.021954024E1,9.955762329E2
9.029940118E1,9.955792236E2
9.037926915E1,9.955846558E2
9.045912360E1,9.955913696E2
9.053897223E1,9.956049805E2
9.061882114E1,9.956109009E2
9.069867907E1,9.956098022E2
9.077852110E1,9.956022949E2
9.085840704E1,9.955926514E2
9.093828418E1,9.955776367E2
9.101818086E1,9.955696411E2
9.109810254E1,9.955740356E2
9.117801630E1,9.955802612E2
9.125802153E1,9.955848389E2
9.133797731E1,9.955832520E2
9.141789692E1,9.955743408E2
9.149780044E1,9.955593262E2
9.157774102E1,9.955465698E2
9.165769536E1,9.955380859E2
9.173764426E1,9.955360718E2
9.181760438E1,9.955405884E2
9.189759415E1,9.955404663E2
9.197749063E1,9.955369873E2
9.205734993E1,9.955299683E2
9.213718672E1,9.955238647E2
9.221701571E1,9.955159302E2
9.229683762E1,9.955168457E2
9.237673251E1,9.955235596E2
9.245665637E1,9.955305786E2
9.253655926E1,9.955344849E2
9.261645626E1,9.955333862E2
9.269627727E1,9.955193481E2
9.277608586E1,9.955040283E2
9.285592919E1,9.954912109E2
9.293576200E1,9.954848022E2
9.301561630E1,9.954826050E2
9.309547094E1,9.954943237E2
9.317531934E1,9.955059204E2
9.325515700E1,9.955118408E2
9.333496899E1,9.955098267E2
9.341477934E1,9.955084229E2
9.349459907E1,9.954995117E2
9.357444844E1,9.954973145E2
9.365426708E1,9.954976196E2
9.373406985E1,9.955054321E2
9.381391266E1,9.955075073E2
9.389372360E1,9.955089111E2
9.397352512E1,9.954971924E2
9.405339340E1,9.954884033E2
9.413319590E1,9.954783936E2
9.421302676E1,9.954782715E2
9.429288395E1,9.954779663E2
9.437275747E1,9.954896851E2
9.445264473E1,9.954963989E2
9.453248840E1,9.954978027E2
9.461231672E1,9.954935913E2
9.469216864E1,9.954882812E2
9.477199809E1,9.954776611E2
9.485186809E1,9.954730835E2
9.493170516E1,9.954827881E2
9.501157298E1,9.954885864E2
9.509139673E1,9.954935913E2
9.517126528E1,9.954953003E2
