"Time (s)","Pressure (hPa)"
9.525114024E1,9.954857788E2
9.533100173E1,9.954673462E2
9.541084676E1,9.954562378E2
9.549070376E1,9.954512329E2
9.557054743E1,9.954510498E2
9.565037805E1,9.954649658E2
9.573024051E1,9.954769897E2
9.581009852E1,9.954829712E2
9.589002501E1,9.954822998E2
9.596989809E1,9.954777832E2
9.604986110E1,9.954691772E2
9.612978958E1,9.954694824E2
9.620962614E1,9.954760742E2
9.628948137E1,9.954926147E2
9.636936446E1,9.955036011E2
9.644923798E1,9.955148315E2
9.652911801E1,9.955106201E2
9.660900130E1,9.955046387E2
9.668887985E1,9.954938965E2
9.676877407E1,9.954945068E2
9.684862247E1,9.954953003E2
9.692849524E1,9.955070190E2
9.700836329E1,9.955162354E2
9.708822911E1,9.955198364E2
9.716810872E1,9.955159302E2
9.724798321E1,9.955096436E2
9.732786864E1,9.954993286E2
9.740774922E1,9.954968262E2
9.748763989E1,9.954993286E2
9.756752336E1,9.955224609E2
9.764739079E1,9.955380859E2
9.772726637E1,9.955523071E2
9.780713630E1,9.955505981E2
9.788703036E1,9.955476074E2
9.796694364E1,9.955296631E2
9.804682235E1,9.955199585E2
9.812670258E1,9.955153198E2
9.820652965E1,9.955279541E2
9.828633969E1,9.955376587E2
9.836615540E1,9.955397949E2
9.844597754E1,9.955369873E2
9.852578645E1,9.955266724E2
9.860565462E1,9.955075073E2
9.868553423E1,9.954956055E2
9.876540157E1,9.954824829E2
9.884523122E1,9.954802856E2
9.892505598E1,9.954774780E2
9.900489680E1,9.954755859E2
9.908475520E1,9.954593506E2
9.916458649E1,9.954473267E2
9.924441501E1,9.954288940E2
9.932424266E1,9.954179688E2
9.940412032E1,9.954087524E2
9.948398110E1,9.954199829E2
9.956380864E1,9.954291992E2
9.964361700E1,9.954354248E2
9.972343497E1,9.954348145E2
9.980327122E1,9.954310913E2
9.988314391E1,9.954204712E2
9.996306067E1,9.954193726E2
1.000429794E2,9.954169922E2
1.001228245E2,9.954298096E2
1.002026614E2,9.954348145E2
1.002824620E2,9.954384155E2
1.003622793E2,9.954315186E2
1.004420887E2,9.954288940E2
1.005219111E2,9.954157715E2
1.006017046E2,9.954157715E2
1.006815187E2,9.954196777E2
1.007613113E2,9.954364014E2
1.008411564E2,9.954498291E2
1.009210247E2,9.954571533E2
1.010008965E2,9.954557495E2
1.010807485E2,9.954437256E2
1.011605375E2,9.954241943E2
1.012403275E2,9.954155884E2
1.013201669E2,9.954116821E2
1.013999655E2,9.954204712E2
1.014797532E2,9.954288940E2
1.015595100E2,9.954356079E2
1.016392741E2,9.954241943E2
1.017190469E2,9.954141846E2
1.017988021E2,9.953966675E2
1.018785567E2,9.953874512E2
1.019583509E2,9.953839111E2
1.020381221E2,9.953987427E2
1.021179177E2,9.954126587E2
1.021976641E2,9.954243774E2
1.022774045E2,9.954338989E2
1.023572023E2,9.954381104E2
1.024370098E2,9.954367065E2
1.025168265E2,9.954434204E2
1.025965842E2,9.954518433E2
1.026763645E2,9.954705811E2
1.027561633E2,9.954846802E2
1.028359960E2,9.954963989E2
1.029158020E2,9.954956055E2
1.029955858E2,9.954937134E2
1.030753641E2,9.954838867E2
1.031551303E2,9.954801636E2
1.032348964E2,9.954797974E2
1.033146725E2,9.954904175E2
1.033945170E2,9.954996948E2
1.034743833E2,9.955060425E2
1.035541877E2,9.955068359E2
1.036339802E2,9.955037231E2
1.037137693E2,9.954973145E2
1.037935462E2,9.954932861E2
1.038733312E2,9.954946899E2
1.039531144E2,9.955068359E2
1.040329458E2,9.955223389E2
1.041127459E2,9.955335693E2
1.041925477E2,9.955321655E2
1.042723684E2,9.955221558E2
1.043521952E2,9.955090332E2
1.044320390E2,9.954918823E2
1.045118622E2,9.954830933E2
1.045916814E2,9.954948120E2
1.046714982E2,9.955085449E2
1.047514023E2,9.955168457E2
1.048312899E2,9.955212402E2
1.049111388E2,9.955173340E2
1.049909110E2,9.955070190E2
1.050706803E2,9.955015259E2
1.051504513E2,9.954976196E2
1.052302170E2,9.955084229E2
1.053099742E2,9.955154419E2
1.053897116E2,9.955201416E2
1.054694666E2,9.955140381E2
1.055492243E2,9.955068359E2
1.056289940E2,9.954910889E2
1.057087716E2,9.954821777E2
1.057885068E2,9.954782715E2
1.058682602E2,9.954902954E2
1.059480179E2,9.955018311E2
1.060277748E2,9.955101318E2
1.061075190E2,9.955143433E2
1.061872739E2,9.955114136E2
1.062670407E2,9.954973145E2
1.063468100E2,9.954898071E2
1.064265951E2,9.954874878E2
1.065063491E2,9.954899902E2
1.065861188E2,9.955046387E2
1.066658777E2,9.955179443E2
1.067456492E2,9.955179443E2
1.068254881E2,9.955121460E2
1.069052802E2,9.955020142E2
1.069850561E2,9.954835815E2
1.070648584E2,9.954702759E2
1.071446837E2,9.954758911E2
1.072244548E2,9.954840698E2
1.073042282E2,9.954915161E2
1.073839742E2,9.954946899E2
1.074637080E2,9.954912109E2
1.075434641E2,9.954735718E2
1.076232306E2,9.954570312E2
1.077030156E2,9.954507446E2
1.077827976E2,9.954478149E2
1.078625491E2,9.954591675E2
1.079423158E2,9.954688721E2
1.080220588E2,9.954684448E2
1.081018346E2,9.954570312E2
1.081816886E2,9.954465332E2
1.082614089E2,9.954262085E2
1.083411224E2,9.954154663E2
1.084208338E2,9.954241943E2
1.085005396E2,9.954335938E2
1.085802735E2,9.954431152E2
1.086599948E2,9.954499512E2
1.087397202E2,9.954479370E2
1.088194649E2,9.954304199E2
1.088992040E2,9.954155884E2
1.089789386E2,9.954060669E2
1.090586803E2,9.953990479E2
1.091384349E2,9.954015503E2
1.092182322E2,9.954052734E2
1.092980495E2,9.954034424E2
1.093778317E2,9.953937378E2
1.094576067E2,9.953867188E2
1.095373752E2,9.953771362E2
1.096171519E2,9.953723145E2
1.096969674E2,9.953820190E2
1.097767600E2,9.953942261E2
1.098565174E2,9.954001465E2
1.099362807E2,9.954020386E2
1.100160881E2,9.954004517E2
1.100959025E2,9.953871460E2
1.101756918E2,9.953732300E2
1.102555023E2,9.953710938E2
1.103352825E2,9.953706055E2
1.104150547E2,9.953842163E2
1.104948041E2,9.953929443E2
1.105746091E2,9.953970337E2
1.106543980E2,9.953868408E2
1.107341865E2,9.953768311E2
1.108140016E2,9.953547974E2
1.108938130E2,9.953460693E2
1.109736279E2,9.953413696E2
1.110534900E2,9.953524780E2
1.111333390E2,9.953619995E2
1.112131707E2,9.953663940E2
1.112929833E2,9.953613892E2
1.113727948E2,9.953546753E2
1.114526244E2,9.953430786E2
1.115324440E2,9.953393555E2
1.116122396E2,9.953376465E2
1.116920044E2,9.953524780E2
1.117717546E2,9.953635864E2
1.118515304E2,9.953648071E2
1.119313210E2,9.953541870E2
1.120110941E2,9.953465576E2
1.120908420E2,9.953273315E2
1.121706086E2,9.953168335E2
1.122503839E2,9.953195190E2
1.123301697E2,9.953356323E2
1.124099404E2,9.953474731E2
1.124897111E2,9.953563843E2
1.125694607E2,9.953604736E2
1.126492533E2,9.953526611E2
1.127289905E2,9.953370361E2
1.128087932E2,9.953293457E2
1.128886068E2,9.953262329E2
1.129684686E2,9.953341675E2
1.130483251E2,9.953477783E2
1.131281232E2,9.953585815E2
1.132079131E2,9.953590698E2
1.132877081E2,9.953535767E2
1.133674919E2,9.953426514E2
1.134472549E2,9.953346558E2
1.135270274E2,9.953351440E2
1.136068022E2,9.953501587E2
1.136865974E2,9.953627930E2
1.137663895E2,9.953732300E2
1.138461965E2,9.953793335E2
1.139259802E2,9.953767090E2
1.140057906E2,9.953656006E2
1.140855711E2,9.953623047E2
1.141653676E2,9.953616943E2
1.142451815E2,9.953652954E2
1.143249502E2,9.953750000E2
1.144047178E2,9.953789062E2
1.144844868E2,9.953789062E2
1.145642518E2,9.953701172E2
1.146440274E2,9.953613892E2
1.147237787E2,9.953505859E2
1.148035398E2,9.953490601E2
1.148833011E2,9.953582764E2
1.149630763E2,9.953739014E2
1.150428370E2,9.953831177E2
1.151225918E2,9.953878174E2
1.152023484E2,9.953892212E2
1.152821082E2,9.953803101E2
1.153618983E2,9.953696899E2
1.154416415E2,9.953692017E2
1.155213587E2,9.953693237E2
1.156011317E2,9.953817139E2
1.156809015E2,9.953876343E2
1.157606495E2,9.953899536E2
1.158403948E2,9.953837280E2
1.159201194E2,9.953804321E2
1.159998678E2,9.953666992E2
1.160796207E2,9.953638916E2
1.161593587E2,9.953665161E2
1.162391180E2,9.953801270E2
1.163188763E2,9.953909302E2
1.163986153E2,9.954002686E2
1.164783682E2,9.954029541E2
1.165581238E2,9.953981323E2
1.166379305E2,9.953859253E2
1.167177089E2,9.953796387E2
1.167975193E2,9.953750000E2
1.168773349E2,9.953795166E2
1.169571133E2,9.953849487E2
1.170368727E2,9.953837280E2
1.171166324E2,9.953742065E2
1.171963948E2,9.953610840E2
1.172761581E2,9.953455811E2
1.173559454E2,9.953362427E2
1.174357468E2,9.953349609E2
1.175155543E2,9.953476562E2
1.175953870E2,9.953623047E2
1.176752171E2,9.953734131E2
1.177550306E2,9.953798218E2
1.178348713E2,9.953784180E2
1.179147277E2,9.953692017E2
1.179945561E2,9.953641968E2
1.180743700E2,9.953656006E2
1.181541849E2,9.953663940E2
1.182339944E2,9.953782349E2
1.183137864E2,9.953906250E2
1.183936167E2,9.953949585E2
1.184734520E2,9.953865356E2
1.185533465E2,9.953828125E2
1.186332066E2,9.953735962E2
1.187130541E2,9.953696899E2
1.187928818E2,9.953737183E2
1.188727142E2,9.953881226E2
1.189526136E2,9.953991699E2
1.190324399E2,9.954063721E2
1.191122820E2,9.953982544E2
1.191921276E2,9.953845215E2
1.192719737E2,9.953720093E2
1.193517885E2,9.953657837E2
1.194316108E2,9.953615112E2
1.195114448E2,9.953688965E2
1.195913428E2,9.953768311E2
1.196712183E2,9.953764038E2
1.197510457E2,9.953687134E2
1.198308340E2,9.953604736E2
1.199106134E2,9.953529663E2
1.199904104E2,9.953543701E2
1.200701920E2,9.953552856E2
1.201500052E2,9.953684082E2
1.202297720E2,9.953786011E2
1.203095421E2,9.953834229E2
1.203893493E2,9.953753052E2
1.204691246E2,9.953693237E2
1.205489134E2,9.953558960E2
1.206287197E2,9.953491821E2
1.207085423E2,9.953491821E2
1.207883513E2,9.953635864E2
1.208682085E2,9.953770142E2
1.209480384E2,9.953846436E2
1.210278802E2,9.953857422E2
1.211076531E2,9.953789062E2
1.211874290E2,9.953648071E2
1.212672004E2,9.953568726E2
1.213469973E2,9.953571777E2
1.214267656E2,9.953659058E2
1.215065382E2,9.953796387E2
1.215863322E2,9.953909302E2
1.216661097E2,9.953906250E2
1.217459060E2,9.953815308E2
1.218257136E2,9.953693237E2
1.219055156E2,9.953554688E2
1.219852987E2,9.953499756E2
1.220650963E2,9.953656006E2
1.221448934E2,9.953765259E2
1.222246857E2,9.953865356E2
1.223045379E2,9.953918457E2
1.223844429E2,9.953853149E2
1.224643035E2,9.953649902E2
1.225441048E2,9.953560791E2
1.226239089E2,9.953516846E2
1.227038024E2,9.953490601E2
1.227836592E2,9.953643799E2
1.228634265E2,9.953762207E2
1.229432349E2,9.953835449E2
1.230230193E2,9.953845215E2
1.231028304E2,9.953864136E2
1.231826597E2,9.953773193E2
1.232624650E2,9.953753052E2
1.233422659E2,9.953865356E2
1.234220798E2,9.953971558E2
1.235018982E2,9.954073486E2
1.235817270E2,9.954094849E2
1.236615538E2,9.954074707E2
1.237413424E2,9.953926392E2
1.238211293E2,9.953814087E2
1.239009157E2,9.953751221E2
1.239807036E2,9.953687134E2
1.240605217E2,9.953757324E2
1.241403180E2,9.953839111E2
1.242201641E2,9.953857422E2
1.243000590E2,9.953849487E2
1.243799475E2,9.953873291E2
1.244597741E2,9.953804321E2
1.245396234E2,9.953773193E2
1.246194565E2,9.953904419E2
1.246992698E2,9.954049683E2
1.247790648E2,9.954213867E2
1.248588766E2,9.954276123E2
1.249386682E2,9.954285889E2
1.250184792E2,9.954129639E2
1.250983619E2,9.953990479E2
1.251782254E2,9.953917236E2
1.252581063E2,9.953904419E2
1.253379237E2,9.954046631E2
1.254176836E2,9.954161987E2
1.254974534E2,9.954216919E2
1.255772068E2,9.954158936E2
1.256569604E2,9.954085693E2
1.257366924E2,9.953923340E2
1.258164395E2,9.953849487E2
1.258961613E2,9.953851318E2
1.259758723E2,9.953998413E2
1.260556081E2,9.954121704E2
1.261353189E2,9.954193726E2
1.262150128E2,9.954194946E2
1.262947161E2,9.954126587E2
1.263744568E2,9.953976440E2
1.264541686E2,9.953912354E2
1.265338703E2,9.953910522E2
1.266135550E2,9.954018555E2
1.266932672E2,9.954149780E2
1.267730209E2,9.954221802E2
1.268527099E2,9.954234009E2
1.269324122E2,9.954182739E2
1.270121329E2,9.954069824E2
1.270918434E2,9.953965454E2
1.271715794E2,9.953987427E2
1.272513138E2,9.954157715E2
1.273310849E2,9.954288940E2
1.274107898E2,9.954429321E2
1.274905578E2,9.954509277E2
1.275702990E2,9.954479370E2
1.276500501E2,9.954359131E2
1.277298061E2,9.954318237E2
1.278095653E2,9.954238892E2
1.278893186E2,9.954317017E2
1.279690803E2,9.954384155E2
1.280488440E2,9.954389038E2
1.281286174E2,9.954326172E2
1.282084051E2,9.954276123E2
1.282881631E2,9.954143677E2
1.283679250E2,9.954057617E2
1.284476943E2,9.953996582E2
1.285274591E2,9.954085693E2
1.286072428E2,9.954105835E2
1.286870211E2,9.954121704E2
1.287667764E2,9.954090576E2
1.288465512E2,9.954018555E2
1.289263005E2,9.953873291E2
1.290060856E2,9.953864136E2
1.290858918E2,9.953810425E2
1.291656619E2,9.953957520E2
1.292453998E2,9.954127808E2
1.293251784E2,9.954171753E2
1.294049593E2,9.954146729E2
1.294847636E2,9.954137573E2
1.295646265E2,9.953957520E2
1.296445061E2,9.953829346E2
1.297243100E2,9.953873291E2
1.298040681E2,9.954015503E2
1.298838357E2,9.954144897E2
1.299635891E2,9.954251099E2
1.300433422E2,9.954268799E2
1.301231059E2,9.954180908E2
1.302028278E2,9.954012451E2
1.302825812E2,9.953931274E2
1.303623086E2,9.953885498E2
1.304420474E2,9.953981323E2
1.305217843E2,9.954107666E2
1.306015032E2,9.954166870E2
1.306812215E2,9.954160767E2
1.307609290E2,9.954096680E2
1.308406495E2,9.953962402E2
1.309204071E2,9.953835449E2
1.310001491E2,9.953846436E2
1.310799225E2,9.953957520E2
1.311596893E2,9.954073486E2
1.312394872E2,9.954199829E2
1.313192945E2,9.954270020E2
1.313991204E2,9.954224854E2
1.314789092E2,9.954113770E2
1.315586764E2,9.954099731E2
1.316384765E2,9.954052734E2
1.317182560E2,9.954163818E2
1.317980244E2,9.954321899E2
1.318777834E2,9.954312134E2
1.319575881E2,9.954238892E2
1.320373660E2,9.954152832E2
1.321171916E2,9.953966675E2
1.321970585E2,9.953790283E2
1.322769119E2,9.953840332E2
1.323567966E2,9.953974609E2
1.324365711E2,9.954085693E2
1.325163410E2,9.954168701E2
1.325961147E2,9.954185791E2
1.326758797E2,9.954083862E2
1.327556439E2,9.953931274E2
1.328354242E2,9.953862305E2
1.329152750E2,9.953818359E2
1.329951294E2,9.953912354E2
1.330749547E2,9.953979492E2
1.331547450E2,9.953974609E2
1.332345652E2,9.953929443E2
1.333143960E2,9.953835449E2
1.333941945E2,9.953651123E2
1.334739986E2,9.953563843E2
1.335537816E2,9.953585815E2
1.336335506E2,9.953748169E2
1.337133249E2,9.953885498E2
1.337931204E2,9.953977661E2
1.338729175E2,9.953987427E2
1.339526986E2,9.953890381E2
1.340324967E2,9.953690186E2
1.341123155E2,9.953577881E2
1.341921113E2,9.953551636E2
1.342719053E2,9.953616943E2
1.343516720E2,9.953768311E2
1.344314369E2,9.953832397E2
1.345112137E2,9.953828125E2
1.345910028E2,9.953746948E2
1.346707584E2,9.953594971E2
1.347505178E2,9.953444824E2
1.348302766E2,9.953413696E2
1.349100567E2,9.953599854E2
1.349898263E2,9.953771362E2
1.350695755E2,9.953979492E2
1.351493431E2,9.954077759E2
1.352291245E2,9.954051514E2
1.353089159E2,9.953870239E2
1.353887165E2,9.953804321E2
1.354685253E2,9.953778076E2
1.355483082E2,9.953907471E2
1.356280878E2,9.954119873E2
1.357078545E2,9.954165649E2
1.357876216E2,9.954113770E2
1.358674612E2,9.953981323E2
1.359472822E2,9.953767090E2
1.360270916E2,9.953557739E2
1.361068905E2,9.953557739E2
1.361866849E2,9.953656006E2
1.362664924E2,9.953762207E2
1.363463106E2,9.953843384E2
1.364261175E2,9.953837280E2
1.365059324E2,9.953750000E2
1.365857295E2,9.953598022E2
1.366655205E2,9.953477783E2
1.367453064E2,9.953449707E2
1.368251044E2,9.953421631E2
1.369049357E2,9.953576050E2
1.369847251E2,9.953676147E2
1.370645260E2,9.953723145E2
1.371443434E2,9.953665161E2
1.372241406E2,9.953619995E2
1.373039586E2,9.953438721E2
1.373837691E2,9.953356323E2
1.374635721E2,9.953363647E2
1.375433630E2,9.953424683E2
1.376231639E2,9.953487549E2
1.377029986E2,9.953521729E2
1.377828315E2,9.953493652E2
1.378626667E2,9.953421631E2
1.379424697E2,9.953352661E2
1.380223022E2,9.953402710E2
1.381021691E2,9.953416748E2
1.381820415E2,9.953560791E2
1.382618997E2,9.953618774E2
1.383417448E2,9.953598022E2
1.384215997E2,9.953497925E2
1.385014791E2,9.953427734E2
1.385813394E2,9.953259277E2
1.386611703E2,9.953201294E2
1.387409967E2,9.953214111E2
1.388208251E2,9.953385620E2
1.389006449E2,9.953496704E2
1.389804482E2,9.953619995E2
1.390602219E2,9.953684082E2
1.391400339E2,9.953696899E2
1.392198576E2,9.953565674E2
1.392997456E2,9.953540649E2
1.393796224E2,9.953540649E2
1.394595325E2,9.953601074E2
1.395394246E2,9.953743286E2
1.396193160E2,9.953818359E2
1.396991633E2,9.953815308E2
1.397789965E2,9.953737183E2
1.398588593E2,9.953602905E2
1.399387047E2,9.953441772E2
1.400185221E2,9.953438721E2
1.400982834E2,9.953488770E2
1.401780560E2,9.953684082E2
1.402577962E2,9.953821411E2
1.403375598E2,9.953901367E2
1.404173571E2,9.953784180E2
1.404970988E2,9.953676147E2
1.405768656E2,9.953469849E2
1.406566446E2,9.953376465E2
1.407364316E2,9.953293457E2
1.408162207E2,9.953349609E2
1.408960025E2,9.953391724E2
1.409757774E2,9.953366699E2
1.410555439E2,9.953327637E2
1.411353852E2,9.953312378E2
1.412152521E2,9.953282471E2
1.412950591E2,9.953310547E2
1.413749027E2,9.953368530E2
1.414547102E2,9.953535767E2
1.415345173E2,9.953657837E2
1.416143152E2,9.953723145E2
1.416941022E2,9.953619995E2
1.417739030E2,9.953585815E2
1.418537179E2,9.953426514E2
1.419334931E2,9.953368530E2
1.420133060E2,9.953315430E2
1.420931208E2,9.953401489E2
1.421728913E2,9.953482666E2
1.422526789E2,9.953490601E2
1.423324830E2,9.953419800E2
1.424123063E2,9.953327637E2
1.424921581E2,9.953234253E2
1.425720381E2,9.953151245E2
1.426518837E2,9.953204346E2
1.427317013E2,9.953301392E2
1.428115231E2,9.953440552E2
1.428913691E2,9.953515625E2
1.429712268E2,9.953451538E2
1.430510789E2,9.953360596E2
1.431309068E2,9.953270264E2
1.432107273E2,9.953281250E2
1.432905200E2,9.953318481E2
1.433702924E2,9.953473511E2
1.434500586E2,9.953601074E2
1.435298288E2,9.953673096E2
1.436096055E2,9.953605957E2
1.436893754E2,9.953566895E2
1.437691855E2,9.953507690E2
1.438490249E2,9.953490601E2
1.439288130E2,9.953668823E2
1.440085595E2,9.953796387E2
1.440883434E2,9.953896484E2
1.441681041E2,9.953921509E2
1.442478657E2,9.953849487E2
1.443276747E2,9.953607788E2
1.444074468E2,9.953497925E2
1.444872146E2,9.953407593E2
1.445670358E2,9.953497925E2
1.446469128E2,9.953579712E2
1.447267484E2,9.953605957E2
1.448065658E2,9.953569946E2
1.448863974E2,9.953496704E2
1.449662794E2,9.953338623E2
1.450461566E2,9.953265381E2
1.451259985E2,9.953388672E2
1.452058268E2,9.953533936E2
1.452856593E2,9.953679199E2
1.453654779E2,9.953723145E2
1.454452648E2,9.953707886E2
1.455250940E2,9.953527832E2
1.456049201E2,9.953371582E2
1.456847547E2,9.953298340E2
1.457645641E2,9.953365479E2
1.458444068E2,9.953427734E2
1.459242439E2,9.953491821E2
1.460040495E2,9.953505859E2
1.460838497E2,9.953430786E2
1.461636312E2,9.953263550E2
1.462434189E2,9.953189087E2
1.463231851E2,9.953245239E2
1.464029684E2,9.953424683E2
1.464827650E2,9.953596802E2
1.465625620E2,9.953751221E2
1.466423801E2,9.953807373E2
1.467222059E2,9.953731079E2
1.468020302E2,9.953576050E2
1.468818243E2,9.953526611E2
1.469616100E2,9.953477783E2
1.470413947E2,9.953602905E2
1.471211545E2,9.953753052E2
1.472009209E2,9.953804321E2
1.472807095E2,9.953729248E2
1.473604541E2,9.953677979E2
1.474402266E2,9.953518677E2
1.475200575E2,9.953449707E2
1.475998181E2,9.953471680E2
1.476796350E2,9.953604736E2
1.477594305E2,9.953679199E2
1.478392296E2,9.953685913E2
1.479190370E2,9.953574829E2
1.479988418E2,9.953460693E2
1.480786352E2,9.953365479E2
1.481584077E2,9.953309326E2
1.482382088E2,9.953448486E2
1.483180636E2,9.953582764E2
1.483978379E2,9.953724976E2
1.484776212E2,9.953721924E2
1.485574008E2,9.953684082E2
1.486372017E2,9.953516846E2
1.487170009E2,9.953427734E2
1.487967932E2,9.953405762E2
1.488766016E2,9.953482666E2
1.489563723E2,9.953574829E2
1.490361544E2,9.953627930E2
1.491159519E2,9.953591919E2
1.491957611E2,9.953424683E2
1.492755345E2,9.953246460E2
1.493553266E2,9.953171387E2
1.494351387E2,9.953143311E2
1.495149470E2,9.953209229E2
1.495948082E2,9.953313599E2
1.496746970E2,9.953346558E2
1.497545524E2,9.953267212E2
1.498343590E2,9.953175049E2
1.499141919E2,9.953038940E2
1.499940029E2,9.952988892E2
1.500738186E2,9.952991943E2
1.501536580E2,9.953203125E2
1.502334336E2,9.953281250E2
1.503132393E2,9.953317261E2
1.503930378E2,9.953237305E2
1.504728591E2,9.953128052E2
1.505526684E2,9.952893677E2
1.506324639E2,9.952865601E2
1.507122398E2,9.953043823E2
1.507920085E2,9.953223267E2
1.508717469E2,9.953457642E2
1.509515482E2,9.953624878E2
1.510313099E2,9.953634033E2
1.511110779E2,9.953515625E2
1.511908505E2,9.953469849E2
1.512706379E2,9.953479614E2
1.513504536E2,9.953605957E2
1.514302673E2,9.953806152E2
1.515100893E2,9.953892212E2
1.515899290E2,9.953901367E2
1.516697759E2,9.953826294E2
1.517496323E2,9.953671875E2
1.518294825E2,9.953549805E2
1.519093345E2,9.953659058E2
1.519892050E2,9.953821411E2
1.520690608E2,9.953993530E2
1.521489224E2,9.954083862E2
1.522287657E2,9.954130859E2
1.523086026E2,9.954040527E2
1.523884334E2,9.953926392E2
1.524682742E2,9.953903198E2
1.525481203E2,9.953952637E2
1.526279651E2,9.954182739E2
1.527077993E2,9.954337158E2
1.527876765E2,9.954387207E2
1.528675726E2,9.954281006E2
1.529475865E2,9.954179688E2
1.530274916E2,9.953898315E2
1.531074080E2,9.953742065E2
1.531873527E2,9.953857422E2
1.532673063E2,9.954040527E2
1.533472603E2,9.954183960E2
1.534272087E2,9.954291992E2
1.535072281E2,9.954288940E2
1.535872242E2,9.954133911E2
1.536671483E2,9.953996582E2
1.537470519E2,9.953974609E2
1.538269503E2,9.953984375E2
1.539068628E2,9.954199829E2
1.539867670E2,9.954329224E2
1.540666666E2,9.954371948E2
1.541465902E2,9.954287109E2
1.542265181E2,9.954197998E2
1.543064148E2,9.953945312E2
1.543862691E2,9.953810425E2
1.544661123E2,9.953895264E2
1.545460052E2,9.954048462E2
1.546258631E2,9.954210815E2
1.547057348E2,9.954315186E2
1.547856107E2,9.954332886E2
1.548654614E2,9.954169922E2
1.549453349E2,9.954060669E2
1.550251848E2,9.954023438E2
1.551050136E2,9.954026489E2
1.551848626E2,9.954202881E2
1.552647093E2,9.954293823E2
1.553445756E2,9.954254761E2
1.554244243E2,9.954124756E2
1.555043011E2,9.954034424E2
1.555841513E2,9.953839111E2
1.556639877E2,9.953814087E2
1.557438761E2,9.953987427E2
1.558237818E2,9.954157715E2
1.559036478E2,9.954307861E2
1.559835138E2,9.954373169E2
1.560634012E2,9.954364014E2
1.561432972E2,9.954212036E2
1.562231928E2,9.954093628E2
1.563030718E2,9.954068604E2
1.563829403E2,9.954126587E2
1.564628281E2,9.954334106E2
1.565427134E2,9.954473267E2
1.566225935E2,9.954538574E2
1.567024953E2,9.954484253E2
1.567823967E2,9.954396362E2
1.568622684E2,9.954199829E2
1.569420956E2,9.954113770E2
1.570219078E2,9.954266968E2
1.571017292E2,9.954465332E2
1.571815526E2,9.954655762E2
1.572614041E2,9.954771729E2
1.573412441E2,9.954813843E2
1.574211095E2,9.954696655E2
1.575009765E2,9.954548340E2
1.575807961E2,9.954417114E2
1.576606307E2,9.954406128E2
1.577404566E2,9.954376221E2
1.578202517E2,9.954425049E2
1.579000765E2,9.954448242E2
1.579799141E2,9.954445190E2
1.580597361E2,9.954351196E2
1.581396471E2,9.954310913E2
1.582195168E2,9.954188843E2
1.582993677E2,9.954130859E2
1.583791934E2,9.954151611E2
1.584590442E2,9.954284058E2
1.585389116E2,9.954426270E2
1.586187575E2,9.954529419E2
1.586985923E2,9.954528198E2
1.587784579E2,9.954440308E2
1.588582742E2,9.954262085E2
1.589380728E2,9.954094849E2
1.590178738E2,9.954010620E2
1.590976890E2,9.954037476E2
1.591775084E2,9.954230957E2
1.592573085E2,9.954334106E2
1.593371275E2,9.954407349E2
1.594169407E2,9.954400024E2
1.594967609E2,9.954317017E2
1.595765487E2,9.954101562E2
1.596563641E2,9.953998413E2
1.597361738E2,9.953979492E2
1.598159872E2,9.953973389E2
1.598958024E2,9.954158936E2
1.599756232E2,9.954306030E2
1.600554738E2,9.954407349E2
1.601353475E2,9.954400024E2
1.602151936E2,9.954398193E2
1.602950065E2,9.954251099E2
1.603748385E2,9.954210815E2
1.604546471E2,9.954276123E2
1.605344954E2,9.954364014E2
1.606142991E2,9.954450073E2
1.606941209E2,9.954507446E2
1.607739114E2,9.954429321E2
1.608537206E2,9.954252930E2
1.609335531E2,9.954141846E2
1.610133915E2,9.954113770E2
1.610932149E2,9.954108887E2
1.611730482E2,9.954306030E2
1.612528744E2,9.954454346E2
1.613327310E2,9.954506226E2
1.614125819E2,9.954462280E2
1.614923665E2,9.954384155E2
1.615721572E2,9.954183960E2
1.616519986E2,9.954130859E2
1.617318391E2,9.954157715E2
1.618116812E2,9.954260864E2
1.618915420E2,9.954370117E2
1.619714130E2,9.954440308E2
1.620512890E2,9.954376221E2
1.621311684E2,9.954273071E2
1.622110146E2,9.954146729E2
1.622908741E2,9.954151611E2
1.623706930E2,9.954176636E2
1.624505432E2,9.954411011E2
1.625304048E2,9.954549561E2
1.626102650E2,9.954643555E2
1.626900934E2,9.954584351E2
1.627699302E2,9.954499512E2
1.628497582E2,9.954284058E2
1.629295918E2,9.954243774E2
1.630094215E2,9.954224854E2
1.630892584E2,9.954331055E2
1.631690565E2,9.954462280E2
1.632488415E2,9.954528198E2
1.633286523E2,9.954439087E2
1.634084757E2,9.954334106E2
1.634883026E2,9.954161987E2
1.635681329E2,9.954077759E2
1.636479363E2,9.954015503E2
1.637277537E2,9.954190674E2
1.638075903E2,9.954320068E2
1.638874352E2,9.954396362E2
1.639672584E2,9.954367065E2
1.640470419E2,9.954309082E2
1.641268173E2,9.954132690E2
1.642066043E2,9.954108887E2
1.642864043E2,9.954140625E2
1.643661877E2,9.954288940E2
1.644459717E2,9.954432373E2
1.645257449E2,9.954495239E2
1.646055420E2,9.954349976E2
1.646853154E2,9.954185791E2
1.647650893E2,9.953951416E2
1.648449120E2,9.953817139E2
